"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Depth.by.Sand+Dist_To_Shore.te.Latitude+Sand","Depth.by.Sand+Dist_To_Shore.te.Latitude+Sand","s(Depth, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",76191.979440657,76324.4823596763,0.01001,NA,19.32,0,10491.477,10479.319,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Depth.te.Dist_To_Shore+Dist_To_River.by.HA_PA+HA_PA","Depth.te.Dist_To_Shore+Dist_To_River.by.HA_PA+HA_PA","s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",76193.5695782737,76311.4232076188,0.01782,NA,17.06,0,10493.067,10466.26,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"BottomVegCover.by.Sand+Latitude+Mud+Sand","BottomVegCover.by.Sand+Latitude+Mud+Sand","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Mud + Sand",76193.7774814738,76272.1575596038,0.01321,NA,11.96,0,10493.275,10426.994,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"Depth+Dist_To_River.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA","Depth+Dist_To_River.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",76194.6306372597,76279.6971775132,0.0158,NA,12.06,0,10494.128,10434.534,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+HA_PA+Mud+SY_PA","Depth+HA_PA+Mud+SY_PA","s(Depth, k = 4, bs = ""ts"") + HA_PA + Mud + SY_PA",76196.3216775979,76239.9866717549,0.01818,NA,6.39,0,10495.819,10394.823,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Dist_To_Shore.by.Sand+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Dist_To_Shore.by.Sand+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand",76196.427688291,76325.9303701111,0.00143,NA,19.21,0,10495.925,10480.767,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Mud+Primary.productivity.Max.by.Mud","BottomVegCover+Mud+Primary.productivity.Max.by.Mud","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + Mud",76196.9424416524,76262.1616235358,0.00726,NA,9.42,0,10496.44,10416.998,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"BottomVegCover+Depth+Latitude","BottomVegCover+Depth+Latitude","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"")",76198.1564823071,76262.044598253,0.01299,NA,9.46,0,10497.654,10416.881,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Seagrass_PA+Mud+Seagrass_PA","Dissolved.oxygen.Min.by.Seagrass_PA+Mud+Seagrass_PA","s(Dissolved.oxygen.Min, by = Seagrass_PA, k = 4, bs = ""ts"") + Mud + Seagrass_PA",76198.2679577963,76256.3516132848,0.00143,NA,8.65,0,10497.765,10411.188,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Mud","Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Mud",76198.9274038026,76267.328634424,0.01575,NA,9.86,0,10498.425,10422.165,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"BottomVegCover.by.Mud+Latitude.by.Mud+Mud","BottomVegCover.by.Mud+Latitude.by.Mud+Mud","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + s(Latitude, by = Mud, k = 4, bs = ""ts"") + Mud",76198.971693985,76290.2102659065,0.01206,NA,13.88,0,10498.469,10445.047,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_River.by.TH_PA+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_River.by.TH_PA+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",76202.6740788651,76281.1389964533,0.00158,NA,11.78,0,10502.171,10435.976,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"BottomVegCover+Primary.productivity.Max+SY_PA","BottomVegCover+Primary.productivity.Max+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"") + SY_PA",76203.1201321186,76252.7931543081,0.00859,NA,7.55,0,10502.617,10407.63,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Dist_To_River+Dist_To_Shore.by.Mud+HA_PA+Mud","Dist_To_River+Dist_To_Shore.by.Mud+HA_PA+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",76203.3380072229,76272.1797025954,0.01712,NA,10.14,0,10502.835,10427.016,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"BottomVegCover.by.SY_PA+Latitude.by.SY_PA+Rocks+SY_PA","BottomVegCover.by.SY_PA+Latitude.by.SY_PA+Rocks+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",76204.3621151884,76302.0035061293,0.01319,NA,14.71,0,10503.859,10456.84,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"BottomVegCover.by.Sand+Primary.productivity.Max.by.Sand+Sand","BottomVegCover.by.Sand+Primary.productivity.Max.by.Sand+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + Sand",76206.5346071773,76293.6465248687,0.00852,NA,12.78,0,10506.032,10448.483,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Depth+Primary.productivity.Max","BottomVegCover+Depth+Primary.productivity.Max","s(BottomVegCover, k = 4, bs = ""ts"") + s(Depth, k = 4, bs = ""ts"") + s(Primary.productivity.Max, k = 4, bs = ""ts"")",76209.1936881417,76273.1178000221,0.00863,NA,9.38,0,10508.691,10427.954,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BottomVegCover.by.Sand+Primary.productivity.Max+Sand","BottomVegCover.by.Sand+Primary.productivity.Max+Sand","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand",76209.7284744322,76279.70880236,0.00862,NA,10.56,0,10509.226,10434.545,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Depth.by.TH_PA+Dist_To_Shore+HA_PA+TH_PA","Depth.by.TH_PA+Dist_To_Shore+HA_PA+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = TH_PA, k = 4, bs = ""ts"") + HA_PA + TH_PA",76210.2698579288,76284.8557943963,0.01764,NA,10.72,0,10509.767,10439.692,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Depth+Dist_To_Shore.by.TH_PA+HA_PA+TH_PA","Depth+Dist_To_Shore.by.TH_PA+HA_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + HA_PA + TH_PA",76211.6671540695,76287.305975785,0.01718,NA,10.86,0,10511.164,10442.143,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Depth.by.SY_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","Depth.by.SY_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",76212.3649785023,76299.3751674548,0.01554,NA,12.45,0,10511.862,10454.212,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Sand+Sand","Depth.te.Dist_To_Shore+Dissolved.oxygen.Min.by.Sand+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Sand",76212.4341762033,76342.2507026135,0.00139,NA,19.18,0,10511.931,10497.087,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+Mud","Depth+Dist_To_Shore.te.Dissolved.oxygen.Min+Mud","s(Depth, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",76212.5834967508,76317.0008714786,0.00162,NA,15.76,0,10512.081,10471.838,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",76212.678775883,76284.4068850845,0.00158,NA,10.78,0,10512.176,10439.244,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Depth.by.HA_PA+Dist_To_Shore.te.Dist_To_River+HA_PA","Depth.by.HA_PA+Dist_To_Shore.te.Dist_To_River+HA_PA","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",76213.2589813133,76320.4281991448,0.01835,NA,15.47,0,10512.756,10475.265,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dist_To_Shore+Latitude+Sand","BottomVegCover+Dist_To_Shore+Latitude+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Sand",76214.4883698871,76286.3336314601,0.01329,NA,10.94,0,10513.986,10441.17,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+Sand+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+Sand+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",76214.5564661417,76292.81099614,0.00158,NA,11.78,0,10514.054,10447.648,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore+Sand+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore+Sand+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",76214.758304073,76280.143518889,0.00165,NA,9.6,0,10514.256,10434.98,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+Sand","Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+Sand","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Sand",76214.9611677184,76290.3798133072,0.01606,NA,10.84,0,10514.458,10445.216,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Depth.by.Seagrass_PA+Primary.productivity.Max.by.SY_PA+Seagrass_PA+SY_PA","Depth.by.Seagrass_PA+Primary.productivity.Max.by.SY_PA+Seagrass_PA+SY_PA","s(Depth, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",76215.0715314695,76289.8349563507,0.00142,NA,11.01,0,10514.569,10444.672,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Depth+Dist_To_River+Dist_To_Shore.te.Latitude","Depth+Dist_To_River+Dist_To_Shore.te.Latitude","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts""))",76216.0369249061,76339.5920186799,0.0111,NA,17.96,0,10515.534,10494.429,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.by.Sand+Dissolved.oxygen.Min+Sand+TH_PA","Depth.by.Sand+Dissolved.oxygen.Min+Sand+TH_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",76216.9629194028,76291.9420302426,0.00169,NA,11.12,0,10516.46,10446.779,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"Depth.te.Salinity.Min+Dist_To_River.by.Mud+Mud","Depth.te.Salinity.Min+Dist_To_River.by.Mud+Mud","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",76216.9992785169,76361.4944720329,0.00054,NA,21.88,0,10516.497,10516.331,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"BottomVegCover.by.Sand+Salinity.Min+Sand+SY_PA","BottomVegCover.by.Sand+Salinity.Min+Sand+SY_PA","s(Salinity.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",76219.1319961829,76297.5115214942,0.00064,NA,11.96,0,10518.629,10452.348,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.SY_PA+SY_PA","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.SY_PA+SY_PA","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",76219.884180931,76364.0658401018,0.00102,NA,21.61,0,10519.381,10518.903,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"BottomVegCover.by.Sand+Salinity.Min.by.SY_PA+Sand+SY_PA","BottomVegCover.by.Sand+Salinity.Min.by.SY_PA+Sand+SY_PA","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Salinity.Min, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",76220.0398297834,76306.4990506597,0.00063,NA,13.09,0,10519.537,10461.336,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"BottomVegCover+Dist_To_Shore+Mud+Salinity.Min","BottomVegCover+Dist_To_Shore+Mud+Salinity.Min","s(BottomVegCover, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Mud",76221.3133894908,76293.1185879967,0.00066,NA,10.89,0,10520.811,10447.955,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"BottomVegCover+Latitude.by.Mud+Mud+Sand","BottomVegCover+Latitude.by.Mud+Mud+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, by = Mud, k = 4, bs = ""ts"") + Mud + Sand",76221.3396517494,76299.4855152534,0.01203,NA,11.92,0,10520.837,10454.322,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","Depth.by.TH_PA+Dissolved.oxygen.Min.by.TH_PA+Rocks+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + Rocks + TH_PA",76221.5165958988,76310.3324452733,0.00158,NA,12.85,0,10521.014,10465.169,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"Depth.te.Dist_To_River+Dissolved.oxygen.Min.by.SY_PA+SY_PA","Depth.te.Dist_To_River+Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",76224.3637724566,76373.7644523265,0.00149,NA,22.41,0,10523.861,10528.601,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+Rocks","Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+Rocks","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Rocks",76225.5985310367,76300.9878807995,0.01602,NA,10.83,0,10525.096,10455.825,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"Depth.by.Seagrass_PA+Primary.productivity.Max.by.Seagrass_PA+Seagrass_PA+SY_PA","Depth.by.Seagrass_PA+Primary.productivity.Max.by.Seagrass_PA+Seagrass_PA+SY_PA","s(Depth, by = Seagrass_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = Seagrass_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",76227.5466924464,76301.9999806984,0.00842,NA,10.62,0,10527.044,10456.837,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"Depth.te.Latitude+Dist_To_Shore.by.Mud+Mud","Depth.te.Latitude+Dist_To_Shore.by.Mud+Mud","s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",76227.8340493901,76363.2646536487,0.01169,NA,20.09,0,10527.331,10518.101,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Salinity.Min.by.Rocks","BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Salinity.Min.by.Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",76228.3709379482,76316.5926883505,0.00065,NA,14.87,1,10527.868,10471.429,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Depth+Dist_To_Shore+HA_PA+TH_PA","Depth+Dist_To_Shore+HA_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + HA_PA + TH_PA",76230.1939893491,76287.8981649708,0.0175,NA,8.37,0,10529.691,10442.735,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.Rocks+Rocks","Depth.te.Dissolved.oxygen.Min+Dist_To_Shore.by.Rocks+Rocks","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Dissolved.oxygen.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",76231.9996447464,76370.0089330178,0.00099,NA,20.78,0,10531.497,10524.846,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BottomVegCover+Latitude.by.Mud+Mud","BottomVegCover+Latitude.by.Mud+Mud","s(BottomVegCover, k = 4, bs = ""ts"") + s(Latitude, by = Mud, k = 4, bs = ""ts"") + Mud",76236.1012981848,76307.7212450717,0.012,NA,10.92,0,10535.599,10462.558,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"Depth.by.SY_PA+Primary.productivity.Max.by.SY_PA+Seagrass_PA+SY_PA","Depth.by.SY_PA+Primary.productivity.Max.by.SY_PA+Seagrass_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + Seagrass_PA + SY_PA",76236.7719517648,76325.0406201422,0.00215,NA,12.77,0,10536.269,10479.877,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
"BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Salinity.Min","BottomVegCover.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Salinity.Min","s(Salinity.Min, k = 4, bs = ""ts"") + s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks",76237.4218825093,76322.8542333621,0.00065,NA,13.89,1,10536.919,10477.691,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Rocks+Sand+Seagrass_PA","Dissolved.oxygen.Min.by.Sand+Rocks+Sand+Seagrass_PA","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand + Seagrass_PA",76239.3997054781,76300.5336650286,0.00146,NA,9.1,0,10538.897,10455.37,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
"Depth.by.HA_PA+Dist_To_River.by.HA_PA+Dist_To_Shore+HA_PA","Depth.by.HA_PA+Dist_To_River.by.HA_PA+Dist_To_Shore+HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",76239.5534734422,76314.779943693,0.01845,NA,11.46,1,10539.051,10469.617,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dist_To_River+Dist_To_Shore.te.Salinity.Min","Depth+Dist_To_River+Dist_To_Shore.te.Salinity.Min","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Salinity.Min, k = 4, bs = c(""ts"", ""ts""))",76240.4303496569,76376.9119601416,0.00047,NA,20.32,0,10539.928,10531.749,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Depth.te.Latitude+Dist_To_River+SY_PA","Depth.te.Latitude+Dist_To_River+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",76244.4807335046,76372.9656930217,0.0114,NA,19.17,0,10543.978,10527.802,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA+SY_PA","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + SY_PA",76245.5621500554,76320.7722191273,0.01594,NA,10.8,0,10545.059,10475.609,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"BottomVegCover.by.Sand+Latitude+Rocks+Sand","BottomVegCover.by.Sand+Latitude+Rocks+Sand","s(Latitude, k = 4, bs = ""ts"") + s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",76246.0772785904,76324.4575050484,0.01309,NA,11.96,0,10545.575,10479.294,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
"Depth.by.Sand+HA_PA+Sand+TH_PA","Depth.by.Sand+HA_PA+Sand+TH_PA","s(Depth, by = Sand, k = 4, bs = ""ts"") + HA_PA + Sand + TH_PA",76249.7737757541,76314.9920787465,0.01644,NA,9.82,0,10549.271,10469.829,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA","Depth.by.HA_PA+Dist_To_Shore.by.HA_PA+HA_PA","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",76249.8602503999,76318.7522598943,0.01596,NA,9.83,0,10549.357,10473.589,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+HA_PA+Mud+Sand","Depth+HA_PA+Mud+Sand","s(Depth, k = 4, bs = ""ts"") + HA_PA + Mud + Sand",76251.6811298644,76295.0465523693,0.01811,NA,6.33,0,10551.178,10449.883,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_Shore+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",76252.3681046738,76311.2894734447,0.00165,NA,8.61,0,10551.865,10466.126,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"BottomVegCover.by.Rocks+Latitude.by.SY_PA+Rocks+SY_PA","BottomVegCover.by.Rocks+Latitude.by.SY_PA+Rocks+SY_PA","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",76252.6855566351,76331.0809244579,0.01314,NA,12.96,1,10552.183,10485.918,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
"Depth.te.Dist_To_Shore+Dist_To_River+HA_PA","Depth.te.Dist_To_Shore+Dist_To_River+HA_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",76253.0742841177,76365.5687429297,0.01758,NA,16.24,0,10552.572,10520.405,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Depth+Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA","Depth+Dist_To_River+Dist_To_Shore.by.HA_PA+HA_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",76253.583709976,76332.2880017875,0.01552,NA,11.15,0,10553.081,10487.125,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
