"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Depth.by.HA_PA+Dist_To_River.te.Latitude+HA_PA","Depth.by.HA_PA+Dist_To_River.te.Latitude+HA_PA","s(Depth, by = HA_PA, k = 4, bs = ""ts"") + te(Dist_To_River, Latitude, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.0023543260788,17.0739916374372,0,NA,5,3,2.002,8.537,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"Dist_To_Shore.te.Primary.productivity.Max+Rocks","Dist_To_Shore.te.Primary.productivity.Max+Rocks","te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607882,17.0739916374373,0,NA,3,1,2.002,8.537,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607882,17.0739916374373,0,NA,5,3,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover.by.Sand+Depth.te.Temperature.Min+Sand","BottomVegCover.by.Sand+Depth.te.Temperature.Min+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607883,17.0739916374373,0,NA,5,3,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River.by.SY_PA+SY_PA","Depth.te.Temperature.Min+Dist_To_River.by.SY_PA+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607884,17.0739916374374,0,NA,5,3,2.002,8.537,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
"BottomVegCover.by.Mud+Depth.te.Temperature.Min+Mud","BottomVegCover.by.Mud+Depth.te.Temperature.Min+Mud","s(BottomVegCover, by = Mud, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607886,17.0739916374375,0,NA,5,3,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
"Dist_To_Shore.te.Primary.productivity.Max+Sand","Dist_To_Shore.te.Primary.productivity.Max+Sand","te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607886,17.0739916374375,0,NA,3,1,2.002,8.537,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore.te.BottomVegCover+Rocks","Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore.te.BottomVegCover+Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607887,17.0739916374375,0,NA,5,3,2.002,8.537,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"Depth.te.Salinity.Min+Dist_To_Shore+HA_PA","Depth.te.Salinity.Min+Dist_To_Shore+HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.00235432607889,17.0739916374376,0,NA,4,2,2.002,8.537,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Dist_To_Shore.te.Primary.productivity.Max+Mud","Dist_To_Shore.te.Primary.productivity.Max+Mud","te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607889,17.0739916374376,0,NA,3,1,2.002,8.537,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Depth.te.Salinity.Min+Dist_To_Shore+Seagrass_PA","Depth.te.Salinity.Min+Dist_To_Shore+Seagrass_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",4.0023543260789,17.0739916374376,0,NA,4,2,2.002,8.537,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Depth.te.Salinity.Min+Dist_To_Shore+Mud","Depth.te.Salinity.Min+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.0023543260789,17.0739916374377,0,NA,4,2,2.002,8.537,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Depth.te.Salinity.Min+Dist_To_Shore+Rocks","Depth.te.Salinity.Min+Dist_To_Shore+Rocks","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.0023543260789,17.0739916374377,0,NA,4,2,2.002,8.537,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Depth.te.Salinity.Min+Dist_To_Shore+Sand","Depth.te.Salinity.Min+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Depth, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607891,17.0739916374377,0,NA,4,2,2.002,8.537,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River.by.Rocks+Rocks","Depth.te.Temperature.Min+Dist_To_River.by.Rocks+Rocks","s(Dist_To_River, by = Rocks, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607891,17.0739916374377,0,NA,5,3,2.002,8.537,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Mud+Primary.productivity.Max.by.Mud","Dist_To_Shore.te.BottomVegCover+Mud+Primary.productivity.Max.by.Mud","s(Primary.productivity.Max, by = Mud, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607891,17.0739916374377,0,NA,5,3,2.002,8.537,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Dist_To_Shore+Salinity.Min.te.BottomVegCover+SY_PA","Dist_To_Shore+Salinity.Min.te.BottomVegCover+SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Salinity.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607891,17.0739916374377,0,NA,4,2,2.002,8.537,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Depth.te.Temperature.Min+Dist_To_River.by.HA_PA+HA_PA","Depth.te.Temperature.Min+Dist_To_River.by.HA_PA+HA_PA","s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.00235432607891,17.0739916374377,0,NA,5,3,2.002,8.537,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"Dist_To_Shore.te.Primary.productivity.Max+SY_PA","Dist_To_Shore.te.Primary.productivity.Max+SY_PA","te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607892,17.0739916374377,0,NA,3,1,2.002,8.537,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Depth.te.Temperature.Min+Dist_To_River.by.Sand+Sand","Depth.te.Temperature.Min+Dist_To_River.by.Sand+Sand","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607895,17.0739916374378,0,NA,5,3,2.002,8.537,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dist_To_River.by.Mud+Mud","Depth.te.Temperature.Min+Dist_To_River.by.Mud+Mud","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607895,17.0739916374379,0,NA,5,3,2.002,8.537,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
"Dist_To_Shore.te.Primary.productivity.Max+Seagrass_PA","Dist_To_Shore.te.Primary.productivity.Max+Seagrass_PA","te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",4.00235432607898,17.073991637438,0,NA,3,1,2.002,8.537,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Depth.te.BottomVegCover+Sand+Temperature.Min","Depth.te.BottomVegCover+Sand+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607899,17.073991637438,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.SY_PA+SY_PA","s(Primary.productivity.Max, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607901,17.0739916374381,0,NA,5,3,2.002,8.537,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Mud","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607902,17.0739916374382,0,NA,4,2,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607904,17.0739916374383,0,NA,4,2,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"Dist_To_Shore+Mud+Salinity.Min.te.BottomVegCover","Dist_To_Shore+Mud+Salinity.Min.te.BottomVegCover","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Salinity.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607904,17.0739916374383,0,NA,4,2,2.002,8.537,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"Dist_To_Shore+Salinity.Min.te.BottomVegCover+Sand","Dist_To_Shore+Salinity.Min.te.BottomVegCover+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Salinity.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607905,17.0739916374383,0,NA,4,2,2.002,8.537,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Dist_To_Shore+Rocks+Salinity.Min.te.BottomVegCover","Dist_To_Shore+Rocks+Salinity.Min.te.BottomVegCover","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Salinity.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607905,17.0739916374383,0,NA,4,2,2.002,8.537,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"Depth.te.BottomVegCover+Rocks+Temperature.Min","Depth.te.BottomVegCover+Rocks+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607906,17.0739916374383,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Mud","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607906,17.0739916374383,0,NA,4,2,2.002,8.537,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.Sand+Sand","Dist_To_Shore.te.BottomVegCover+Primary.productivity.Max.by.Sand+Sand","s(Primary.productivity.Max, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607907,17.0739916374384,0,NA,5,3,2.002,8.537,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607907,17.0739916374384,0,NA,4,2,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+HA_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+HA_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.00235432607908,17.0739916374384,0,NA,4,2,2.002,8.537,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","BottomVegCover+Dissolved.oxygen.Min.te.Temperature.Min+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607908,17.0739916374384,0,NA,4,2,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+SY_PA","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607909,17.0739916374385,0,NA,4,2,2.002,8.537,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Rocks","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607911,17.0739916374385,0,NA,4,2,2.002,8.537,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth.te.BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","Depth.te.BottomVegCover+Primary.productivity.Max.by.Rocks+Rocks","s(Primary.productivity.Max, by = Rocks, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607911,17.0739916374386,0,NA,5,3,2.002,8.537,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Sand","Dissolved.oxygen.Min.te.Temperature.Min+Dist_To_River+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607912,17.0739916374386,0,NA,4,2,2.002,8.537,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+Mud","BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+Mud","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607912,17.0739916374386,0,NA,4,2,2.002,8.537,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Depth.te.BottomVegCover+SY_PA+Temperature.Min","Depth.te.BottomVegCover+SY_PA+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + te(Depth, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607913,17.0739916374386,0,NA,4,2,2.002,8.537,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607914,17.0739916374387,0,NA,4,2,2.002,8.537,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Dist_To_Shore.te.Primary.productivity.Max+HA_PA","Dist_To_Shore.te.Primary.productivity.Max+HA_PA","te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.00235432607915,17.0739916374387,0,NA,3,1,2.002,8.537,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Dist_To_Shore+SY_PA","Depth.te.Dist_To_Shore+SY_PA","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607916,17.0739916374388,0,NA,3,1,2.002,8.537,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Depth.te.Dist_To_Shore+Rocks","Depth.te.Dist_To_Shore+Rocks","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607917,17.0739916374388,0,NA,3,1,2.002,8.537,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Depth.te.Dist_To_Shore+Mud","Depth.te.Dist_To_Shore+Mud","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607918,17.0739916374388,0,NA,3,1,2.002,8.537,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","BottomVegCover.by.SY_PA+Dissolved.oxygen.Min.te.Temperature.Min+SY_PA","s(BottomVegCover, by = SY_PA, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607918,17.0739916374388,0,NA,5,3,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
"Depth.te.Dist_To_Shore+TH_PA","Depth.te.Dist_To_Shore+TH_PA","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",4.00235432607918,17.0739916374389,0,NA,3,1,2.002,8.537,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Dist_To_Shore.te.Temperature.Min+SY_PA","Dist_To_Shore.te.Temperature.Min+SY_PA","te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607919,17.0739916374389,0,NA,3,1,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Depth.te.Dist_To_Shore+HA_PA","Depth.te.Dist_To_Shore+HA_PA","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.00235432607919,17.0739916374389,0,NA,3,1,2.002,8.537,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Dist_To_River.te.Salinity.Min+Dist_To_Shore+SY_PA","Dist_To_River.te.Salinity.Min+Dist_To_Shore+SY_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dist_To_River, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.0023543260792,17.0739916374389,0,NA,4,2,2.002,8.537,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Depth.te.Dist_To_Shore+Seagrass_PA","Depth.te.Dist_To_Shore+Seagrass_PA","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",4.0023543260792,17.0739916374389,0,NA,3,1,2.002,8.537,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Depth.te.Dist_To_Shore+Sand","Depth.te.Dist_To_Shore+Sand","te(Depth, Dist_To_Shore, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.0023543260792,17.0739916374389,0,NA,3,1,2.002,8.537,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.Temperature.Min+Seagrass_PA","Dist_To_Shore.te.Temperature.Min+Seagrass_PA","te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Seagrass_PA",4.0023543260792,17.073991637439,0,NA,3,1,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+Sand","BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+Sand","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607924,17.0739916374391,0,NA,4,2,2.002,8.537,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max+Mud","Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607924,17.0739916374391,0,NA,4,2,2.002,8.537,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Dist_To_Shore.te.Temperature.Min+Mud","Dist_To_Shore.te.Temperature.Min+Mud","te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607925,17.0739916374391,0,NA,3,1,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Dist_To_River.te.Salinity.Min+Dist_To_Shore+HA_PA","Dist_To_River.te.Salinity.Min+Dist_To_Shore+HA_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dist_To_River, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.00235432607926,17.0739916374392,0,NA,4,2,2.002,8.537,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Mud+Mud+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607926,17.0739916374392,0,NA,5,3,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"BottomVegCover.by.Rocks+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","BottomVegCover.by.Rocks+Dissolved.oxygen.Min.te.Temperature.Min+Rocks","s(BottomVegCover, by = Rocks, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607928,17.0739916374393,0,NA,5,3,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
"BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","BottomVegCover+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(BottomVegCover, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",4.00235432607929,17.0739916374393,0,NA,4,2,2.002,8.537,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"Dist_To_Shore.te.Temperature.Min+Sand","Dist_To_Shore.te.Temperature.Min+Sand","te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607929,17.0739916374393,0,NA,3,1,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.Temperature.Min+HA_PA","Dist_To_Shore.te.Temperature.Min+HA_PA","te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",4.00235432607929,17.0739916374393,0,NA,3,1,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Dist_To_Shore.te.Temperature.Min+Rocks","Dist_To_Shore.te.Temperature.Min+Rocks","te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks",4.00235432607929,17.0739916374393,0,NA,3,1,2.002,8.537,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.te.BottomVegCover","Dissolved.oxygen.Min.by.Sand+Sand+Temperature.Min.te.BottomVegCover","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Temperature.Min, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.0023543260793,17.0739916374393,0,NA,5,3,2.002,8.537,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.te.BottomVegCover+Mud","Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.te.BottomVegCover+Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607931,17.0739916374394,0,NA,5,3,2.002,8.537,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Dist_To_River.te.Salinity.Min+Dist_To_Shore+Mud","Dist_To_River.te.Salinity.Min+Dist_To_Shore+Mud","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dist_To_River, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",4.00235432607931,17.0739916374394,0,NA,4,2,2.002,8.537,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"Dist_To_River.te.Salinity.Min+Dist_To_Shore+Sand","Dist_To_River.te.Salinity.Min+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + te(Dist_To_River, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",4.00235432607931,17.0739916374394,0,NA,4,2,2.002,8.537,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
