"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA"
"Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand+Temperature.Min","Dissolved.oxygen.Min.by.Sand+Dist_To_Shore+Sand+Temperature.Min","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",713.4877,754.0431,0.01496,NA,6.08,1,28.693,31.444,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.Latitude+Sand+SY_PA","Dist_To_Shore.te.Latitude+Sand+SY_PA","te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand + SY_PA",713.4935,777.4296,0.0158,NA,7.87,0,28.699,54.831,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"Depth+Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","Depth+Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",713.4951,744.9458,0.01582,NA,6.07,2,28.701,22.347,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_River+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + TH_PA",713.4957,744.9484,0.01582,NA,5.07,1,28.701,22.35,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Dissolved.oxygen.Min+Mud+SY_PA+Temperature.Min.by.Mud","Dissolved.oxygen.Min+Mud+SY_PA+Temperature.Min.by.Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Mud, k = 4, bs = ""ts"") + Mud + SY_PA",713.5001,753.5402,0.01716,NA,6.06,1,28.706,30.941,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
"Depth.te.Latitude+Dist_To_River+Sand","Depth.te.Latitude+Dist_To_River+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Sand",713.5021,779.6635,0.01433,NA,8.08,0,28.708,57.065,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_River+Dist_To_Shore+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_River+Dist_To_Shore+Sand","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + Sand",713.5056,758.1522,0.01445,NA,6.07,0,28.711,35.553,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"Depth.te.Latitude+Dist_To_River+HA_PA","Depth.te.Latitude+Dist_To_River+HA_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + HA_PA",713.5061,779.5954,0.01432,NA,8.07,0,28.711,56.997,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"Dissolved.oxygen.Min.by.Rocks+Rocks","Dissolved.oxygen.Min.by.Rocks+Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.5123,740.714,0.0016,NA,4.07,1,28.718,18.115,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min+Rocks","Dissolved.oxygen.Min+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + Rocks",713.5125,740.7135,0.00167,NA,3.07,0,28.718,18.115,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min+Rocks","Depth+Dissolved.oxygen.Min+Rocks","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + Rocks",713.5133,740.7185,0.00167,NA,4.07,1,28.719,18.12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks","Depth.by.Rocks+Dissolved.oxygen.Min.by.Rocks+Rocks","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.5134,740.7191,0.00168,NA,6.07,3,28.719,18.12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Depth.by.Rocks+Dissolved.oxygen.Min+Rocks","Depth.by.Rocks+Dissolved.oxygen.Min+Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.5134,740.7191,0.00167,NA,5.07,2,28.719,18.12,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.Rocks+Rocks","Depth+Dissolved.oxygen.Min.by.Rocks+Rocks","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.514,740.7214,0.00168,NA,5.07,2,28.719,18.123,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Sand+Rocks+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.by.Sand+Rocks+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",713.5155,759.9279,0.0013,NA,7.08,1,28.721,37.329,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","Depth.by.Mud+Dissolved.oxygen.Min.te.Temperature.Min+Mud","s(Depth, by = Mud, k = 4, bs = ""ts"") + te(Dissolved.oxygen.Min, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Mud",713.5419,762.7053,0.01865,NA,7.38,2,28.747,40.107,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud+Temperature.Min","Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",713.5478,753.6578,0.01639,NA,7.02,2,28.753,31.059,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud","Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud","s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",713.5492,753.6649,0.01639,NA,6.02,1,28.755,31.066,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Depth.by.Mud+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud","Depth.by.Mud+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud","s(Depth, by = Mud, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",713.5495,753.6702,0.01639,NA,8.02,3,28.755,31.071,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Depth+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud","Depth+Dissolved.oxygen.Min.by.Mud+Dist_To_Shore.by.Mud+Mud","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",713.5497,753.6673,0.01639,NA,7.02,2,28.755,31.069,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Dist_To_Shore+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_River.by.Sand+Dist_To_Shore+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",713.5509,758.0762,0.01476,NA,7.07,1,28.756,35.477,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Salinity.Min.by.Sand+Sand","BottomVegCover.by.Sand+Dist_To_Shore.by.Sand+Salinity.Min.by.Sand+Sand","s(BottomVegCover, by = Sand, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + s(Salinity.Min, by = Sand, k = 4, bs = ""ts"") + Sand",713.5512,766.8501,0.00826,NA,8.28,1,28.757,44.251,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.Latitude+Mud+SY_PA","Dist_To_Shore.te.Latitude+Mud+SY_PA","te(Dist_To_Shore, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud + SY_PA",713.5534,777.4947,0.01586,NA,7.87,0,28.759,54.896,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Depth.te.Latitude+Dist_To_River+Mud","Depth.te.Latitude+Dist_To_River+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + Mud",713.5558,779.5632,0.0145,NA,8.05,0,28.761,56.964,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"Depth+Dissolved.oxygen.Min+Dist_To_Shore+HA_PA","Depth+Dissolved.oxygen.Min+Dist_To_Shore+HA_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + HA_PA",713.5843,747.2103,0.01663,NA,5.1,1,28.79,24.612,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_Shore+HA_PA","Dissolved.oxygen.Min+Dist_To_Shore+HA_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + HA_PA",713.5861,747.2032,0.01663,NA,4.1,0,28.791,24.605,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Primary.productivity.Max+Mud+Seagrass_PA","Depth.te.Primary.productivity.Max+Mud+Seagrass_PA","te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud + Seagrass_PA",713.5945,763.1023,0.01537,NA,5.78,0,28.8,40.504,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"Dissolved.oxygen.Min+Dist_To_River.by.Sand+Dist_To_Shore+Sand","Dissolved.oxygen.Min+Dist_To_River.by.Sand+Dist_To_Shore+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + Sand",713.6014,751.3233,0.01585,NA,6.1,1,28.807,28.725,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore+Rocks+Sand","Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore+Rocks+Sand","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",713.6048,753.8256,0.0013,NA,6.11,1,28.81,31.227,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Sand","Dissolved.oxygen.Min.by.Rocks+Dist_To_Shore.by.Rocks+Rocks+Sand","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",713.6048,753.8256,0.00121,NA,7.11,2,28.81,31.227,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore.by.Rocks+Rocks+Sand","Dissolved.oxygen.Min+Dist_To_Shore.by.Rocks+Rocks+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",713.6048,753.8256,0.00125,NA,6.11,1,28.81,31.227,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_Shore+Rocks+Sand","Dissolved.oxygen.Min+Dist_To_Shore+Rocks+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + Rocks + Sand",713.6049,753.8254,0.00125,NA,5.11,0,28.81,31.227,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","Dist_To_River+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",713.6074,770.5428,0.01713,NA,6.9,0,28.813,47.944,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+HA_PA+Mud","Dissolved.oxygen.Min+Dist_To_Shore.by.Mud+HA_PA+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + HA_PA + Mud",713.6127,754.1746,0.01633,NA,6.11,1,28.818,31.576,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore+HA_PA","Dissolved.oxygen.Min+Dist_To_River+Dist_To_Shore+HA_PA","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + HA_PA",713.6182,752.3187,0.01596,NA,5.09,0,28.824,29.72,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"Depth.te.Latitude+Dist_To_Shore.te.Dist_To_River","Depth.te.Latitude+Dist_To_Shore.te.Dist_To_River","te(Depth, Latitude, k = 4, bs = c(""ts"", ""ts"")) + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts""))",713.6231,779.2639,0.0151,NA,7.36,0,28.829,56.665,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.te.Temperature.Min+Sand","Dissolved.oxygen.Min.by.Sand+Dist_To_Shore.te.Temperature.Min+Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",713.6281,761.8617,0.01509,NA,5.53,0,28.834,39.263,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"Depth.te.Temperature.Min+Dissolved.oxygen.Min","Depth.te.Temperature.Min+Dissolved.oxygen.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts""))",713.6351,737.4748,0.01702,NA,3.07,0,28.84,14.876,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Dist_To_River.by.SY_PA+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","Dist_To_River.by.SY_PA+Dist_To_Shore.te.Primary.productivity.Max+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",713.6395,770.5691,0.01721,NA,7.9,1,28.845,47.97,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+TH_PA","Dissolved.oxygen.Min.by.SY_PA+Rocks+SY_PA+TH_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA + TH_PA",713.6465,754.1245,0.00135,NA,6.09,1,28.852,31.526,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"Depth+Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","Depth+Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.649,747.4298,0.01548,NA,6.07,2,28.854,24.831,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.6493,747.4312,0.01548,NA,5.07,1,28.855,24.832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Depth.by.SY_PA+Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","Depth.by.SY_PA+Dissolved.oxygen.Min.by.TH_PA+SY_PA+TH_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.6495,747.4317,0.01548,NA,7.07,3,28.855,24.833,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Dissolved.oxygen.Min.by.TH_PA+Dist_To_River.by.TH_PA+SY_PA+TH_PA","Dissolved.oxygen.Min.by.TH_PA+Dist_To_River.by.TH_PA+SY_PA+TH_PA","s(Dissolved.oxygen.Min, by = TH_PA, k = 4, bs = ""ts"") + s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + SY_PA + TH_PA",713.6508,747.443,0.01548,NA,7.07,3,28.856,24.844,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
"Depth.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore+Mud","Depth.by.Mud+Dissolved.oxygen.Min+Dist_To_Shore+Mud","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Depth, by = Mud, k = 4, bs = ""ts"") + Mud",713.6542,748.5393,0.01647,NA,6.1,2,28.86,25.941,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Dissolved.oxygen.Min.by.SY_PA+SY_PA","Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.6542,740.8738,0.01653,NA,4.07,1,28.86,18.275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA","Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.6548,740.8766,0.01653,NA,5.07,2,28.86,18.278,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Depth.te.Temperature.Min+Dissolved.oxygen.Min.by.SY_PA+SY_PA","Depth.te.Temperature.Min+Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + te(Depth, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + SY_PA",713.6551,740.8783,0.01653,NA,5.07,2,28.86,18.28,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA","Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.6556,740.8799,0.01653,NA,6.07,3,28.861,18.281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.Mud+Dist_To_River+Dist_To_Shore.by.Mud+Mud","Dissolved.oxygen.Min.by.Mud+Dist_To_River+Dist_To_Shore.by.Mud+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",713.6616,759.0041,0.01591,NA,7.01,1,28.867,36.405,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","Depth.by.SY_PA+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","s(Depth, by = SY_PA, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.6702,746.064,0.0174,NA,8.06,4,28.876,23.465,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.6704,746.0648,0.0174,NA,6.06,2,28.876,23.466,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","Depth+Dissolved.oxygen.Min.by.SY_PA+SY_PA+Temperature.Min.by.SY_PA","s(Depth, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + SY_PA",713.6705,746.0655,0.0174,NA,7.06,3,28.876,23.467,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"Dissolved.oxygen.Min.by.HA_PA+HA_PA+Sand+Temperature.Min.by.HA_PA","Dissolved.oxygen.Min.by.HA_PA+HA_PA+Sand+Temperature.Min.by.HA_PA","s(Dissolved.oxygen.Min, by = HA_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Sand",713.6741,759.9855,0.01797,NA,7,1,28.88,37.387,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
"Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min+Sand","Dissolved.oxygen.Min+Dist_To_Shore.te.Temperature.Min+Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + te(Dist_To_Shore, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Sand",713.6791,756.4246,0.01617,NA,4.64,0,28.885,33.826,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"Dist_To_Shore.te.BottomVegCover+Salinity.Min.by.Sand+Sand","Dist_To_Shore.te.BottomVegCover+Salinity.Min.by.Sand+Sand","s(Salinity.Min, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, BottomVegCover, k = 4, bs = c(""ts"", ""ts"")) + Sand",713.6911,770.0991,0.00822,NA,6.57,0,28.896,47.5,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA+Temperature.Min","Dissolved.oxygen.Min+Dist_To_River.by.HA_PA+HA_PA+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Dist_To_River, by = HA_PA, k = 4, bs = ""ts"") + HA_PA",713.6928,757.5844,0.01552,NA,6.04,0,28.898,34.986,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","Dissolved.oxygen.Min+Rocks+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.6933,745.7658,0.00146,NA,5.06,1,28.899,23.167,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.6933,745.7658,0.00147,NA,6.06,2,28.899,23.167,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min+Rocks+Temperature.Min","Dissolved.oxygen.Min+Rocks+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + Rocks",713.6933,745.7689,0.0016,NA,4.06,0,28.899,23.17,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","Dissolved.oxygen.Min.by.Rocks+Rocks+Temperature.Min","s(Temperature.Min, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.6933,745.7695,0.0016,NA,5.06,1,28.899,23.171,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
"Depth.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","Depth.by.Rocks+Dissolved.oxygen.Min+Rocks+Temperature.Min","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, k = 4, bs = ""ts"") + s(Depth, by = Rocks, k = 4, bs = ""ts"") + Rocks",713.694,745.7688,0.00146,NA,6.06,2,28.899,23.17,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
