"","modname","formula","AICc","BIC","r2.vals","r2.vals.unique","edf","edf.less.1","delta.AICc","delta.BIC","wi.AICc","wi.BIC","Depth","Dist_To_Shore","Dist_To_River","Primary.productivity.Max","Dissolved.oxygen.Min","Temperature.Min","Salinity.Min","BottomVegCover","Latitude","Sand","Mud","Rocks","Seagrass_PA","TH_PA","SY_PA","HA_PA","ST_Mangroves","ST_Oysters"
"Dist_To_River+Latitude+ST_Oysters","Dist_To_River+Latitude+ST_Oysters","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + ST_Oysters",2736.60889177249,2780.64332474053,0.00723,NA,5.8,0,147.165,118.48,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Dist_To_Shore.te.Dist_To_River+Salinity.Min.by.Sand+Sand","Dist_To_Shore.te.Dist_To_River+Salinity.Min.by.Sand+Sand","s(Salinity.Min, by = Sand, k = 4, bs = ""ts"") + te(Dist_To_Shore, Dist_To_River, k = 4, bs = c(""ts"", ""ts"")) + Sand",2736.63833902492,2805.56270054553,0.00611,NA,8.73,1,147.195,143.399,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.SY_PA+ST_Oysters+SY_PA+Temperature.Min.by.SY_PA","Dissolved.oxygen.Min.by.SY_PA+ST_Oysters+SY_PA+Temperature.Min.by.SY_PA","s(Dissolved.oxygen.Min, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2736.64902681653,2812.37078591829,0.00668,NA,9.87,1,147.205,150.208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
"Dist_To_Shore.by.ST_Oysters+HA_PA+Primary.productivity.Max.by.ST_Oysters+ST_Oysters","Dist_To_Shore.by.ST_Oysters+HA_PA+Primary.productivity.Max.by.ST_Oysters+ST_Oysters","s(Dist_To_Shore, by = ST_Oysters, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = ST_Oysters, k = 4, bs = ""ts"") + HA_PA + ST_Oysters",2736.65662701293,2793.15147792348,0.00746,NA,7.36,0,147.213,130.988,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Latitude.by.Sand+Sand+SY_PA","Latitude.by.Sand+Sand+SY_PA","s(Latitude, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",2736.68804906396,2784.0598883108,0.00745,NA,6.77,1,147.244,121.897,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River.by.SY_PA+Latitude.by.Sand+Sand+SY_PA","Dist_To_River.by.SY_PA+Latitude.by.Sand+Sand+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",2736.68862974756,2784.06478385842,0.00745,NA,8.77,3,147.245,121.902,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River+Latitude.by.Sand+Sand+SY_PA","Dist_To_River+Latitude.by.Sand+Sand+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",2736.69165344349,2784.08868455834,0.00745,NA,7.77,2,147.248,121.925,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Depth.te.Primary.productivity.Max+Mud","Depth.te.Primary.productivity.Max+Mud","te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",2736.69312712381,2832.24629364818,0.00564,NA,10.6,0,147.249,170.083,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_River+Mud","Depth.te.Primary.productivity.Max+Dist_To_River+Mud","s(Dist_To_River, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",2736.69644994065,2832.27117793099,0.00564,NA,11.6,1,147.253,170.108,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Depth.te.Primary.productivity.Max+Dist_To_River.by.Mud+Mud","Depth.te.Primary.productivity.Max+Dist_To_River.by.Mud+Mud","s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + te(Depth, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",2736.69925194589,2832.28662368197,0.00564,NA,12.6,2,147.255,170.123,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Dist_To_River+Rocks+Temperature.Min.by.Rocks","Dissolved.oxygen.Min.by.Rocks+Dist_To_River+Rocks+Temperature.Min.by.Rocks","s(Dist_To_River, k = 4, bs = ""ts"") + s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks",2736.71080489675,2793.58410669705,0.00637,NA,8.77,1,147.267,131.421,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"Dist_To_River.by.TH_PA+Rocks+Temperature.Min.by.Rocks+TH_PA","Dist_To_River.by.TH_PA+Rocks+Temperature.Min.by.Rocks+TH_PA","s(Dist_To_River, by = TH_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + TH_PA",2736.7115914117,2788.69409909125,0.00651,NA,8.81,3,147.268,126.531,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","Dissolved.oxygen.Min+Sand+Temperature.Min.by.Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2736.71237478241,2784.58740120846,0.00638,NA,6.75,1,147.269,122.424,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Dist_To_Shore.by.HA_PA+HA_PA+Salinity.Min+Sand","Dist_To_Shore.by.HA_PA+HA_PA+Salinity.Min+Sand","s(Salinity.Min, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + Sand",2736.71530327116,2785.24772944969,0.00658,NA,6.02,0,147.271,123.084,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"Primary.productivity.Max.by.Seagrass_PA+Rocks+Sand+Seagrass_PA","Primary.productivity.Max.by.Seagrass_PA+Rocks+Sand+Seagrass_PA","s(Primary.productivity.Max, by = Seagrass_PA, k = 4, bs = ""ts"") + Rocks + Sand + Seagrass_PA",2736.7171328123,2799.46857600737,0.00846,NA,7.53,0,147.273,137.305,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"Dist_To_River.by.Sand+Sand+Temperature.Min.by.Sand+TH_PA","Dist_To_River.by.Sand+Sand+Temperature.Min.by.Sand+TH_PA","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",2736.73142316536,2791.16261658388,0.00661,NA,8.79,2,147.288,128.999,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Dist_To_Shore+Sand+Seagrass_PA","Dist_To_Shore+Sand+Seagrass_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + Sand + Seagrass_PA",2736.73379959038,2769.28955969161,0.00731,NA,4.02,0,147.29,107.126,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Dist_To_Shore.by.ST_Oysters+HA_PA+Primary.productivity.Max.by.HA_PA+ST_Oysters","Dist_To_Shore.by.ST_Oysters+HA_PA+Primary.productivity.Max.by.HA_PA+ST_Oysters","s(Dist_To_Shore, by = ST_Oysters, k = 4, bs = ""ts"") + s(Primary.productivity.Max, by = HA_PA, k = 4, bs = ""ts"") + HA_PA + ST_Oysters",2736.73844846077,2795.26697486539,0.00724,NA,7.29,0,147.295,133.104,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Dist_To_Shore.by.Sand+Salinity.Min.by.Sand+Sand","Dist_To_Shore.by.Sand+Salinity.Min.by.Sand+Sand","s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + s(Salinity.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2736.76682164215,2784.75341264125,0.00584,NA,6.91,1,147.323,122.59,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Dissolved.oxygen.Min.by.ST_Oysters+Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters","Dissolved.oxygen.Min.by.ST_Oysters+Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters","s(Dissolved.oxygen.Min, by = ST_Oysters, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Rocks + ST_Oysters",2736.76987074973,2800.06066928233,0.00634,NA,8.77,1,147.326,137.897,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"Latitude+Sand+SY_PA","Latitude+Sand+SY_PA","s(Latitude, k = 4, bs = ""ts"") + Sand + SY_PA",2736.78731653382,2784.23650727266,0.00729,NA,5.8,0,147.343,122.073,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River.by.SY_PA+Latitude+Sand+SY_PA","Dist_To_River.by.SY_PA+Latitude+Sand+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",2736.79096801448,2784.26077150521,0.00729,NA,7.8,2,147.347,122.097,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_Shore.te.Primary.productivity.Max+Mud","Dist_To_Shore.te.Primary.productivity.Max+Mud","te(Dist_To_Shore, Primary.productivity.Max, k = 4, bs = c(""ts"", ""ts"")) + Mud",2736.82173271855,2798.13205011111,0.00682,NA,6.8,0,147.378,135.969,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dist_To_Shore.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","Dist_To_Shore.by.SY_PA+Rocks+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_Shore, by = SY_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",2736.82334699923,2808.66955660605,0.00584,NA,8.65,0,147.38,146.506,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"Dist_To_River.by.Sand+Latitude.by.Sand+Rocks+Sand","Dist_To_River.by.Sand+Latitude.by.Sand+Rocks+Sand","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",2736.83072407221,2791.18512941382,0.00741,NA,8.77,2,147.387,129.022,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Dissolved.oxygen.Min+Sand+SY_PA+Temperature.Min.by.Sand","Dissolved.oxygen.Min+Sand+SY_PA+Temperature.Min.by.Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand + SY_PA",2736.84425750532,2792.65780870486,0.00652,NA,7.75,1,147.4,130.495,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"Dist_To_River+Latitude+Sand+SY_PA","Dist_To_River+Latitude+Sand+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Sand + SY_PA",2736.869561376,2784.97501530269,0.00729,NA,6.8,1,147.426,122.812,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dissolved.oxygen.Min+Dist_To_River+Sand+Temperature.Min.by.Sand","Dissolved.oxygen.Min+Dist_To_River+Sand+Temperature.Min.by.Sand","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand",2736.90376964708,2789.44900699343,0.00639,NA,7.75,1,147.46,127.286,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Dist_To_River.by.Sand+Latitude.by.Sand+Sand+ST_Oysters","Dist_To_River.by.Sand+Latitude.by.Sand+Sand+ST_Oysters","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Latitude, by = Sand, k = 4, bs = ""ts"") + Sand + ST_Oysters",2736.92734400156,2791.3039066903,0.00741,NA,8.77,2,147.484,129.141,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"Latitude+Rocks+SY_PA","Latitude+Rocks+SY_PA","s(Latitude, k = 4, bs = ""ts"") + Rocks + SY_PA",2736.95298853644,2784.41307586788,0.00728,NA,5.8,0,147.509,122.25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Latitude.by.SY_PA+Sand+SY_PA","Latitude.by.SY_PA+Sand+SY_PA","s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",2736.97051824099,2802.41297437396,0.0072,NA,7.74,0,147.527,140.25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters","Dissolved.oxygen.Min.by.Rocks+Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Rocks + ST_Oysters",2736.9712930389,2800.27149320949,0.00634,NA,8.77,1,147.527,138.108,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"Dist_To_River.by.Sand+Latitude.by.SY_PA+Sand+SY_PA","Dist_To_River.by.Sand+Latitude.by.SY_PA+Sand+SY_PA","s(Dist_To_River, by = Sand, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",2736.97246942317,2802.42463749914,0.0072,NA,9.74,2,147.529,140.261,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River+Latitude.by.SY_PA+Sand+SY_PA","Dist_To_River+Latitude.by.SY_PA+Sand+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",2736.97694929977,2802.45406540482,0.0072,NA,8.74,1,147.533,140.291,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Dist_To_River.by.SY_PA+Latitude.by.SY_PA+Sand+SY_PA","Dist_To_River.by.SY_PA+Latitude.by.SY_PA+Sand+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Sand + SY_PA",2736.97819784489,2802.45943980388,0.0072,NA,9.74,2,147.534,140.296,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Latitude+ST_Oysters+SY_PA","Latitude+ST_Oysters+SY_PA","s(Latitude, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2737.00399002696,2784.46658415514,0.00729,NA,5.8,0,147.56,122.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Dist_To_River.te.Temperature.Min+ST_Oysters+TH_PA","Dist_To_River.te.Temperature.Min+ST_Oysters+TH_PA","te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + ST_Oysters + TH_PA",2737.01271021073,2820.33541230554,0.00686,NA,9.5,0,147.569,158.172,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"Dist_To_River.te.Temperature.Min+Rocks+TH_PA","Dist_To_River.te.Temperature.Min+Rocks+TH_PA","te(Dist_To_River, Temperature.Min, k = 4, bs = c(""ts"", ""ts"")) + Rocks + TH_PA",2737.03234101575,2820.37892858756,0.00686,NA,9.5,0,147.589,158.216,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Dist_To_Shore.by.TH_PA+Sand+Temperature.Min.by.TH_PA+TH_PA","Dist_To_Shore.by.TH_PA+Sand+Temperature.Min.by.TH_PA+TH_PA","s(Dist_To_Shore, by = TH_PA, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",2737.05919273472,2799.77388975818,0.00511,NA,8.46,1,147.615,137.611,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Dist_To_Shore.by.Rocks+Rocks+SY_PA+Temperature.Min.by.SY_PA","Dist_To_Shore.by.Rocks+Rocks+SY_PA+Temperature.Min.by.SY_PA","s(Dist_To_Shore, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",2737.05929341965,2805.52679466631,0.00593,NA,8.65,0,147.615,143.364,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters+TH_PA","Rocks+ST_Oysters+Temperature.Min.by.ST_Oysters+TH_PA","s(Temperature.Min, by = ST_Oysters, k = 4, bs = ""ts"") + Rocks + ST_Oysters + TH_PA",2737.06801754249,2799.31935560133,0.00652,NA,7.8,0,147.624,137.156,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"Depth+Mud+Salinity.Min.by.TH_PA+TH_PA","Depth+Mud+Salinity.Min.by.TH_PA+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, by = TH_PA, k = 4, bs = ""ts"") + Mud + TH_PA",2737.09524339558,2800.65781771491,0.00735,NA,7.76,0,147.651,138.495,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"Dist_To_River.by.SY_PA+Latitude+Rocks+SY_PA","Dist_To_River.by.SY_PA+Latitude+Rocks+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",2737.10647326974,2785.7877312704,0.00728,NA,7.8,2,147.663,123.624,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Dissolved.oxygen.Min.by.Rocks+Rocks+Sand+Temperature.Min.by.Rocks","Dissolved.oxygen.Min.by.Rocks+Rocks+Sand+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, by = Rocks, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",2737.10762959933,2793.01767877314,0.00642,NA,8.78,2,147.664,130.854,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"Depth+Rocks+Salinity.Min+TH_PA","Depth+Rocks+Salinity.Min+TH_PA","s(Depth, k = 4, bs = ""ts"") + s(Salinity.Min, k = 4, bs = ""ts"") + Rocks + TH_PA",2737.11469339809,2803.74721057889,0.00597,NA,7.87,0,147.671,141.584,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Depth.by.Rocks+Rocks+Salinity.Min.by.Rocks+Sand","Depth.by.Rocks+Rocks+Salinity.Min.by.Rocks+Sand","s(Depth, by = Rocks, k = 4, bs = ""ts"") + s(Salinity.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + Sand",2737.12773585839,2803.01656683229,0.00598,NA,9.81,2,147.684,140.853,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+Primary.productivity.Max","Dist_To_River.by.Mud+Dist_To_Shore.by.Mud+Mud+Primary.productivity.Max","s(Primary.productivity.Max, k = 4, bs = ""ts"") + s(Dist_To_River, by = Mud, k = 4, bs = ""ts"") + s(Dist_To_Shore, by = Mud, k = 4, bs = ""ts"") + Mud",2737.14455941009,2789.44101919691,0.00715,NA,7.26,1,147.701,127.278,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Dist_To_River+Latitude+Rocks+SY_PA","Dist_To_River+Latitude+Rocks+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + Rocks + SY_PA",2737.14599252094,2786.27170893677,0.00728,NA,6.8,1,147.702,124.108,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Dist_To_Shore.by.Sand+Sand+Seagrass_PA","Dist_To_Shore.by.Sand+Sand+Seagrass_PA","s(Dist_To_Shore, by = Sand, k = 4, bs = ""ts"") + Sand + Seagrass_PA",2737.15352295902,2776.89461935163,0.00718,NA,5.02,0,147.71,114.731,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"Dist_To_River.by.SY_PA+Latitude+ST_Oysters+SY_PA","Dist_To_River.by.SY_PA+Latitude+ST_Oysters+SY_PA","s(Latitude, k = 4, bs = ""ts"") + s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2737.16482606138,2785.94061988005,0.00729,NA,7.8,2,147.721,123.777,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Dist_To_Shore+Sand+Temperature.Min.by.TH_PA+TH_PA","Dist_To_Shore+Sand+Temperature.Min.by.TH_PA+TH_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + s(Temperature.Min, by = TH_PA, k = 4, bs = ""ts"") + Sand + TH_PA",2737.1921773944,2792.09193085329,0.0054,NA,7.48,1,147.748,129.929,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Depth.by.TH_PA+Dist_To_River.te.Salinity.Min+TH_PA","Depth.by.TH_PA+Dist_To_River.te.Salinity.Min+TH_PA","s(Depth, by = TH_PA, k = 4, bs = ""ts"") + te(Dist_To_River, Salinity.Min, k = 4, bs = c(""ts"", ""ts"")) + TH_PA",2737.19589588597,2836.08474374092,0.00644,NA,12.19,1,147.752,173.921,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min+Rocks+ST_Oysters+Temperature.Min.by.Rocks","Dissolved.oxygen.Min+Rocks+ST_Oysters+Temperature.Min.by.Rocks","s(Dissolved.oxygen.Min, k = 4, bs = ""ts"") + s(Temperature.Min, by = Rocks, k = 4, bs = ""ts"") + Rocks + ST_Oysters",2737.19669390653,2793.12784337923,0.00638,NA,7.77,1,147.753,130.965,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
"Dist_To_River+Sand+Temperature.Min.by.Sand+TH_PA","Dist_To_River+Sand+Temperature.Min.by.Sand+TH_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",2737.2044334521,2784.64628684521,0.00656,NA,7.79,2,147.761,122.483,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Dist_To_Shore+Seagrass_PA","Dist_To_Shore+Seagrass_PA","s(Dist_To_Shore, k = 4, bs = ""ts"") + Seagrass_PA",2737.20578791211,2761.80150912777,0.0072,NA,3.02,0,147.762,99.638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Dist_To_River+Latitude+ST_Oysters+SY_PA","Dist_To_River+Latitude+ST_Oysters+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2737.21163350502,2786.49052473563,0.00729,NA,6.8,1,147.768,124.327,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Sand+Temperature.Min.by.Sand+TH_PA","Sand+Temperature.Min.by.Sand+TH_PA","s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Sand + TH_PA",2737.21507381628,2784.70599007744,0.00656,NA,6.79,1,147.771,122.543,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"Dissolved.oxygen.Min.by.Sand+Rocks+Sand+Temperature.Min.by.Sand","Dissolved.oxygen.Min.by.Sand+Rocks+Sand+Temperature.Min.by.Sand","s(Dissolved.oxygen.Min, by = Sand, k = 4, bs = ""ts"") + s(Temperature.Min, by = Sand, k = 4, bs = ""ts"") + Rocks + Sand",2737.21989315374,2793.08122616558,0.00643,NA,8.74,2,147.776,130.918,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"Latitude.by.SY_PA+ST_Oysters+SY_PA","Latitude.by.SY_PA+ST_Oysters+SY_PA","s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2737.22421526362,2802.75929096554,0.0072,NA,7.75,0,147.78,140.596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Dist_To_River+Latitude.by.SY_PA+ST_Oysters+SY_PA","Dist_To_River+Latitude.by.SY_PA+ST_Oysters+SY_PA","s(Dist_To_River, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2737.22529650614,2802.76705581649,0.0072,NA,8.75,1,147.781,140.604,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Dist_To_River.by.SY_PA+Latitude.by.SY_PA+ST_Oysters+SY_PA","Dist_To_River.by.SY_PA+Latitude.by.SY_PA+ST_Oysters+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2737.2264637271,2802.77232606417,0.0072,NA,9.75,2,147.783,140.609,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Latitude.by.SY_PA+Rocks+SY_PA","Latitude.by.SY_PA+Rocks+SY_PA","s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",2737.22935450077,2802.68014992647,0.00719,NA,7.74,0,147.786,140.517,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"Dist_To_River.by.ST_Oysters+Latitude.by.SY_PA+ST_Oysters+SY_PA","Dist_To_River.by.ST_Oysters+Latitude.by.SY_PA+ST_Oysters+SY_PA","s(Dist_To_River, by = ST_Oysters, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + ST_Oysters + SY_PA",2737.23081834309,2802.80103699025,0.0072,NA,9.75,2,147.787,140.638,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Dist_To_River.by.SY_PA+Latitude.by.SY_PA+Rocks+SY_PA","Dist_To_River.by.SY_PA+Latitude.by.SY_PA+Rocks+SY_PA","s(Dist_To_River, by = SY_PA, k = 4, bs = ""ts"") + s(Latitude, by = SY_PA, k = 4, bs = ""ts"") + Rocks + SY_PA",2737.23107464632,2802.69086902523,0.00719,NA,9.74,2,147.787,140.528,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
