"","Site","Quadrat","Compaction_Ratio","Core_Length_Corrected_cm","Bagged_Slice_Number","Slice_Number","Analysis","Rhyzome_Removed","Slice_Height_Corrected_cm","Slice_Area_cm2","Slice_Volume_cm3","Sediment_Depth_cm","Sample_Density_g_per_ml","Sediment_Density_g_per_ml","Frac_Rhizome","Rhizome_Density_g_per_ml","Factor","Percent_Shell","Percent_Gravel","Percent_Coarse","Percent_Medium","Percent_Fine","Percent_Silt"
"246","SMARA",1,0.829411765,23.389411773,4,9,"grainsize ","N",1.65882353,20.2682991638999,33.6215315661565,14.92941177,1.47049815094583,1.47049815094583,0,0,"Control",0,0.14,16.48,29.08,52.4,1.92
"247","SMARA",1,0.829411765,23.389411773,9,4,"grainsize ","Y",1.65882353,20.2682991638999,33.6215315661565,6.63529412,1.8035168885952,1.8035168885952,0,0,"Control",0,0.07,8.42,27.19,63.04,1.13
"248","SMARB",1,0.904,40.8608,14,9,"grainsize ","N",1.808,20.2682991638999,36.645084888331,16.272,1.21771855996463,1.21771855996463,0,0,"Control",NA,NA,NA,NA,NA,NA
"249","SMARB",1,0.904,40.8608,9,14,"grainsize ","N",1.808,20.2682991638999,36.645084888331,25.312,1.12024300462385,1.12024300462385,0,0,"Control",NA,NA,NA,NA,NA,NA
"250","SMARB",1,0.904,40.8608,4,19,"grainsize ","N",1.808,20.2682991638999,36.645084888331,34.352,1.31482571665,1.31482571665,0,0,"Control",0,0.08,18.26,32.17,47.7,1.75
"251","SMARB",1,0.904,40.8608,19,4,"grainsize ","Y",1.808,20.2682991638999,36.645084888331,7.232,0.933915151357661,0.933915151357661,0,0,"Control",0.35,0,8.3,27.26,61.12,2.85
"252","SMARC",1,0.850793651,22.8012698468,8,4,"grainsize ","N",1.701587302,20.2682991638999,34.4882804904293,6.806349208,1.57625138820956,1.57625138820956,0,0,"Control",0.41,0.86,33.43,56.11,8.8,0.11
"253","SMARC",1,0.850793651,22.8012698468,3,9,"grainsize ","N",1.701587302,20.2682991638999,34.4882804904293,15.314285718,1.79946054478483,1.79946054478483,0,0,"Control",0,1.5,35.89,45.81,15.97,0.54
"254","STCH01",1,0.642857143,11.571428574,5,4,"grain size","Y",1.285714286,20.2682991638999,26.059241787948,5.142857144,1.49264511671208,1.49264511671208,0,0,"Seagrass",0,1.24,10.51,28.41,58.59,0.78
"255","STCH02",1,0.54,14.58,10,4,"grain size","Y",1.08,20.2682991638999,21.8897630970119,4.32,1.54881073174465,1.54328303373057,0.00356899516563382,0.00552769801407843,"Seagrass",3.24,7.47,25.36,24,38.19,0.73
"256","STCH02",1,0.54,14.58,5,9,"grainsize","N",1.08,20.2682991638999,21.8897630970119,9.72,1.52276202589649,1.52276202589649,0,0,"Seagrass",2.07,1.61,15.52,30.94,47.91,0.89
"257","STCH04",1,0.924,42.6888,8,14,"grainsize","N",1.848,20.2682991638999,37.455816854887,25.872,1.52907892042214,1.52907892042214,0,0,"Seagrass",0,0.29,7.1,24.03,66.34,2.06
"258","STCH04",1,0.924,42.6888,3,19,"grainsize","N",1.848,20.2682991638999,37.455816854887,35.112,1.4902198026077,1.4902198026077,0,0,"Seagrass",0.19,0.5,10.04,24.87,61.47,2.45
"259","STCH04",1,0.924,42.6888,13,9,"grainsize","N",1.848,20.2682991638999,37.455816854887,16.632,1.53967273557073,1.53967273557073,0,0,"Seagrass",0.47,0.93,11.2,22.79,60.97,3.04
"260","STCH04",1,0.924,42.6888,18,4,"grain size","Y",1.848,20.2682991638999,37.455816854887,7.392,1.27982791526666,1.27982791526666,0,0,"Seagrass",0.13,0.11,6.86,20.18,70.62,1.28
"261","STCH05",1,0.76,28.88,6,14,"grainsize","N",1.52,20.2682991638999,30.8078147291279,21.28,1.32828311127533,1.32828311127533,0,0,"Seagrass",0,0.09,6.34,26.02,66.16,1.35
"262","STCH05",1,0.76,28.88,11,9,"grainsize","N",1.52,20.2682991638999,30.8078147291279,13.68,1.27239794008946,1.27239794008946,0,0,"Seagrass",0,0.39,6.43,21.4,70.32,1.28
"263","STCH05",1,0.76,28.88,16,4,"grainsize","Y",1.52,20.2682991638999,30.8078147291279,6.08,1.00705617301271,1.00681597421688,0.000238515787166561,0.000240198795827071,"Seagrass",0.41,0.27,5.38,22.28,69.95,1.43
"264","STCH12",1,0.74,13.69,6,4,"grain size","Y",1.48,20.2682991638999,29.9970827625719,5.92,0.929763744719847,0.926526763285067,0.00406594431018781,0.00378036760766257,"Seagrass",1.19,2.92,19.97,51.33,23.1,0.37
"265","STCH21",1,0.836363636,30.7781818048,4,14,"grainsize","N",1.672727272,20.2682991638999,33.9033367685102,23.418181808,1.52464638961469,1.52464638961469,0,0,"Seagrass",0,0.16,10.1,61.89,27.63,0.03
"266","STCH21",1,0.836363636,30.7781818048,9,9,"grainsize","N",1.672727272,20.2682991638999,33.9033367685102,15.054545448,1.20529729209293,1.20529729209293,0,0,"Seagrass",0.08,0.7,16.77,42.37,39.16,0.22
"267","STCH21",1,0.836363636,30.7781818048,14,4,"grain size","Y",1.672727272,20.2682991638999,33.9033367685102,6.690909088,0.551756900146027,0.546674804505222,0.0084730359663003,0.00467505605959165,"Seagrass",4.74,5.32,25.28,44.42,18.77,0.15
"268","STCHA",1,1,19,6,4,"grain size","Y",2,20.2682991638999,40.5365983277998,8,1.3704109938081,1.3704109938081,0,0,"Control",3.11,4.8,22.64,36.05,32.66,0.26
"269","STCHB",1,0.469387755,5.3979591825,2,4,"grain size","Y",0.93877551,20.2682991638999,19.0273828844227,3.75510204,2.39584183893838,2.39584183893838,0,0,"Control",0.96,1.85,16.66,45.23,34.89,0.28
"270","STCHC",1,0.834782609,16.0278260928,3,9,"grainsize","N",1.669565218,20.2682991638999,33.8392473120658,15.026086962,0.991295689607117,0.991295689607117,0,0,"Control",0.65,0.41,10.12,20.66,64.94,2.8
"271","STCHC",1,0.834782609,16.0278260928,8,4,"grainsize","Y",1.669565218,20.2682991638999,33.8392473120658,6.678260872,1.29160969796204,1.29160969796204,0,0,"Control",3.5,8.63,22.2,22.97,41.13,0.97
