"","Reference","Date","Region","Site","month","year","Latitude","Longitude","Latitude_Actual","Longitude_Actual","Depth_m","Secchi_m","Quadrat","Epiphite_Blade_Load","Epiphite_Shoot_Load","Seagrass_Health","SAV_Cover","Mono_Mixed","Seagrass_Landscape","Cover_Level","Notes","Acanthophora spicifera","Caulerpa verticillata","Halimeda incrassata","Halodule wrightii","Halophila decipens","Halophila engelmanni","Penicillus capitatus","Ruppia maritima","Sargassum","Syringodium filiforme","Thalassia testudinum","Udotea flabellum","Mean_Seagrass_Canopy_Height_cm","Mean_Macroalgae_Canopy_Height_cm","Thalassia_testudinum_CH","Syringodium_filiforme_CH","Halodule_wrighti_CH"
"174","7/30/2019_Steinhatchee_STCHA_7","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,7,60,50,100,10,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",0,0,0,0,0,0,0,0,0,0,100,0,6.66666666666667,0,40,0,0
"175","7/30/2019_Steinhatchee_STCHA_8","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,8,0,100,100,40,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",0,0,0,0,0,0,0,0,100,0,0,0,0,10,0,0,0
"176","7/30/2019_Steinhatchee_STCHA_9","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,9,60,50,95,25,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",30,0,0,0,0,0,0,0,0,0,70,0,5.5,0.5,33,0,0
"177","7/30/2019_Steinhatchee_STCHA_10","7/30/2019","Steinhatchee","STCHA",7,2019,29.61464,-83.40597,29.61464,-83.40597,1.4,1.4,10,30,10,90,30,"None","Highly fragmented","low","In an area on patchy seagrass in the none seagrass part. Only algae low sg",0,0,25,0,0,0,0,0,25,0,50,0,0,0,0,0,0
"178","7/30/2019_Steinhatchee_STCHB_1","7/30/2019","Steinhatchee","STCHB",7,2019,29.63317,-83.40769,29.63317,-83.40769,0.9,0.9,1,0,0,0,0,"None","Bare","No cover","Sargassum field no samples . Bedroc covered in sediment . Delete first waypoint . Use second waypoint",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","7/30/2019_Steinhatchee_STCHB_2","7/30/2019","Steinhatchee","STCHB",7,2019,29.63317,-83.40769,29.63317,-83.40769,0.9,0.9,2,0,0,0,0,"None","Bare","No cover","Sargassum field no samples . Bedroc covered in sediment . Delete first waypoint . Use second waypoint",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","7/30/2019_Steinhatchee_STCHB_3","7/30/2019","Steinhatchee","STCHB",7,2019,29.63317,-83.40769,29.63317,-83.40769,0.9,0.9,3,0,0,0,0,"None","Bare","No cover","Sargassum field no samples . Bedroc covered in sediment . Delete first waypoint . Use second waypoint",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181","7/30/2019_Steinhatchee_STCH12_1","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,1,50,30,99,95,"Mixed","Lightly fragmented","low","Bags are marked as stch13",0,0,0,0,0,0,0,0,0,0,100,0,8.33333333333333,0,50,0,0
"182","7/30/2019_Steinhatchee_STCH12_2","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,2,40,60,99,60,"Mixed","Lightly fragmented","low","Bags are marked as stch13",1,0,0,0,0,0,0,0,0,1,98,0,10.6666666666667,0.833333333333333,36,28,0
"183","7/30/2019_Steinhatchee_STCH12_3","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,3,30,20,100,65,"Mixed","Lightly fragmented","low","Bags are marked as stch13",0,0,0,0,0,0,0,0,0,95,5,0,10.3333333333333,0,34,28,0
"184","7/30/2019_Steinhatchee_STCH12_4","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,4,10,70,95,70,"Mixed","Lightly fragmented","low","Bags are marked as stch13",5,0,0,0,0,0,0,0,0,10,85,0,7.66666666666667,0.833333333333333,24,22,0
"185","7/30/2019_Steinhatchee_STCH12_5","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,5,80,50,50,80,"Mixed","Lightly fragmented","low","Bags are marked as stch13",0,0,0,0,0,0,0,0,0,1,99,0,9.83333333333333,0,40,19,0
"186","7/30/2019_Steinhatchee_STCH12_6","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,6,75,25,50,50,"Mixed","Lightly fragmented","low","Bags are marked as stch13",0,0,0,0,0,0,0,0,0,50,50,0,11.1666666666667,0,32,35,0
"187","7/30/2019_Steinhatchee_STCH12_7","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,7,30,10,100,40,"Mixed","Lightly fragmented","low","Bags are marked as stch13",25,0,0,0,0,0,0,0,0,25,75,0,12,1.16666666666667,49,23,0
"188","7/30/2019_Steinhatchee_STCH12_8","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,8,50,40,90,75,"Mixed","Lightly fragmented","low","Bags are marked as stch13",0,0,0,0,0,0,0,0,0,30,70,0,7.33333333333333,0,40,4,0
"189","7/30/2019_Steinhatchee_STCH12_9","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,9,80,30,95,95,"Mixed","Lightly fragmented","low","Bags are marked as stch13",40,0,0,0,0,0,0,0,0,0,60,0,5,1.5,30,0,0
"190","7/30/2019_Steinhatchee_STCH12_10","7/30/2019","Steinhatchee","STCH12",7,2019,29.60833,-83.40833,29.60832,-83.40826,1.3,1.3,10,80,10,99,40,"Mixed","Lightly fragmented","low","Bags are marked as stch13",30,0,0,0,0,0,0,0,0,30,30,0,10.1666666666667,0.833333333333333,36,25,0
"191","8/8/2019_Steinhatchee_STCH21_1","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,1,0,100,95,100,"Mono","Continuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,9,0,54,0,0
"192","8/8/2019_Steinhatchee_STCH21_2","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,2,0,100,90,100,"Mono","Continuous","high","",5,0,0,0,0,0,0,0,0,0,95,0,12.3333333333333,0.833333333333333,74,0,0
"193","8/8/2019_Steinhatchee_STCH21_3","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,3,0,100,50,100,"Mono","Continuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,9.16666666666667,0,55,0,0
"194","8/8/2019_Steinhatchee_STCH21_4","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,4,0,100,95,100,"Mono","Continuous","high","",10,0,0,0,0,0,0,0,0,0,90,0,0,0.833333333333333,0,0,0
"195","8/8/2019_Steinhatchee_STCH21_5","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,5,0,100,55,95,"Mono","Continuous","high","",5,0,0,0,0,0,0,0,0,0,95,0,8.66666666666667,0.833333333333333,52,0,0
"196","8/8/2019_Steinhatchee_STCH21_6","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,6,1,100,70,50,"Mono","Continuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,5.33333333333333,0,32,0,0
"197","8/8/2019_Steinhatchee_STCH21_7","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,7,1,100,50,75,"Mono","Continuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,6,0,36,0,0
"198","8/8/2019_Steinhatchee_STCH21_8","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,8,1,100,100,100,"Mono","Continuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,7.33333333333333,0,44,0,0
"199","8/8/2019_Steinhatchee_STCH21_9","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,9,1,100,50,30,"Mono","Continuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,6.16666666666667,0,37,0,0
"200","8/8/2019_Steinhatchee_STCH21_10","8/8/2019","Steinhatchee","STCH21",8,2019,29.5462,-83.4152,29.5468,-83.4148,1.1,1.1,10,1,100,60,90,"Mono","Continuous","high","",5,0,0,0,0,0,0,0,0,0,95,0,6.33333333333333,0.5,38,0,0
"201","8/8/2019_Steinhatchee_STCHC_1","8/8/2019","Steinhatchee","STCHC",8,2019,29.6012,-83.42204,29.6012,-83.42204,1.25,1.25,1,0,0,0,0,"None","Bare","No cover","Bare patch in between sg. This is the second c site. It’s marked as actual stchc. Erase other record in gps.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","8/8/2019_Steinhatchee_STCHC_2","8/8/2019","Steinhatchee","STCHC",8,2019,29.6012,-83.42204,29.6012,-83.42204,1.25,1.25,2,0,0,0,0,"None","Bare","No cover","Bare patch in between sg. This is the second c site. It’s marked as actual stchc. Erase other record in gps.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","8/8/2019_Steinhatchee_STCHC_3","8/8/2019","Steinhatchee","STCHC",8,2019,29.6012,-83.42204,29.6012,-83.42204,1.25,1.25,3,0,0,0,0,"None","Bare","No cover","Bare patch in between sg. This is the second c site. It’s marked as actual stchc. Erase other record in gps.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","8/8/2019_Steinhatchee_STCH20_6","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,6,5,100,100,10,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,6.33333333333333,0,38,0,0
"205","8/8/2019_Steinhatchee_STCH20_7","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,7,40,100,50,60,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,6.33333333333333,0,38,0,0
"206","8/8/2019_Steinhatchee_STCH20_8","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,8,70,40,95,75,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,13.3333333333333,0,80,0,0
"207","8/8/2019_Steinhatchee_STCH20_9","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,9,80,80,90,80,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,10.1666666666667,0,61,0,0
"208","8/8/2019_Steinhatchee_STCH20_10","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,10,50,80,70,90,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,10.6666666666667,0,64,0,0
"209","8/8/2019_Steinhatchee_STCH20_11","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,11,50,80,70,40,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,8.5,0,51,0,0
"210","8/8/2019_Steinhatchee_STCH20_1","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,1,20,100,99,25,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,7.83333333333333,0,47,0,0
"211","8/8/2019_Steinhatchee_STCH20_2","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,2,20,90,90,60,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,20,0,0,0,0,80,0,10.3333333333333,0,56,0,0
"212","8/8/2019_Steinhatchee_STCH20_3","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,3,50,25,95,40,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,6.16666666666667,0,37,0,0
"213","8/8/2019_Steinhatchee_STCH20_4","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,4,25,90,30,60,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,0,0,0,0,0,100,0,6.5,0,39,0,0
"214","8/8/2019_Steinhatchee_STCH20_5","8/8/2019","Steinhatchee","STCH20",8,2019,29.55833,-83.425,NA,NA,1.2,1.2,5,60,20,40,40,"Mono","Continuous","high","Bags say Stch09. Outer bag relabeled to stch20. See notes for core info",0,0,0,0,0,50,0,0,0,0,50,0,9.66666666666667,0,50,0,0
"215","8/13/2019_Saint Marks_SMAR03_1","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,1,50,100,50,100,"Mono","Continuous","High","umlS",50,0,0,0,0,0,0,0,0,0,50,0,10.8333333333333,0.833333333333333,65,0,0
"216","8/13/2019_Saint Marks_SMAR03_2","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,2,50,100,75,80,"Mono","Continuous","High","umlS",10,0,0,0,0,0,0,0,0,10,80,0,10.8333333333333,0,65,0,0
"217","8/13/2019_Saint Marks_SMAR03_3","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,3,25,100,75,100,"Mono","Continuous","High","umlS",10,0,0,0,0,0,0,0,0,0,90,0,16.6666666666667,1,100,0,0
"218","8/13/2019_Saint Marks_SMAR03_4","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,4,75,25,75,95,"Mono","Continuous","High","umlS",15,0,0,0,0,0,0,0,0,5,80,0,15.6666666666667,0.833333333333333,70,24,0
"219","8/13/2019_Saint Marks_SMAR03_5","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,5,30,75,80,80,"Mono","Continuous","High","umlS",10,0,0,0,0,0,0,0,0,5,85,0,22.3333333333333,0.5,78,56,0
"220","8/13/2019_Saint Marks_SMAR03_6","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,6,40,80,50,80,"Mono","Continuous","High","umlS",60,0,0,0,0,0,0,0,0,0,40,0,11.8333333333333,2.16666666666667,71,0,0
"221","8/13/2019_Saint Marks_SMAR03_7","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,7,10,100,50,100,"Mono","Continuous","High","umlS",70,0,0,0,0,0,0,0,0,0,30,0,11.6666666666667,2.16666666666667,70,0,0
"222","8/13/2019_Saint Marks_SMAR03_8","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,8,30,100,50,95,"Mono","Continuous","High","umlS",50,0,0,0,0,0,0,0,0,0,50,0,8.83333333333333,1.66666666666667,53,0,0
"223","8/13/2019_Saint Marks_SMAR03_9","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,9,50,100,40,90,"Mono","Continuous","High","umlS",25,0,0,0,0,0,0,0,0,0,75,0,9.5,3,57,0,0
"224","8/13/2019_Saint Marks_SMAR03_10","8/13/2019","Saint Marks","SMAR03",8,2019,30.0643,-84.1365,30.0643,-84.1365,1.5,1.5,10,50,50,60,75,"Mono","Continuous","High","umlS",20,0,0,0,0,0,0,0,0,0,80,0,9,1.66666666666667,54,0,0
"225","8/13/2019_Saint Marks_SMAR04_1","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,1,25,100,50,100,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",40,0,0,0,0,0,0,0,0,0,60,0,8.5,3.33333333333333,51,0,0
"226","8/13/2019_Saint Marks_SMAR04_2","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,2,25,90,60,95,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",25,0,0,0,0,0,0,0,0,0,75,0,8.33333333333333,2.16666666666667,50,0,0
"227","8/13/2019_Saint Marks_SMAR04_3","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,3,40,50,65,100,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",0,0,0,0,0,0,0,0,0,0,100,0,7.33333333333333,0,44,0,0
"228","8/13/2019_Saint Marks_SMAR04_4","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,4,25,90,60,80,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",0,0,0,0,0,0,0,0,0,0,100,0,9.16666666666667,0,55,0,0
"229","8/13/2019_Saint Marks_SMAR04_5","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,5,40,95,50,100,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",5,0,0,0,0,0,0,0,0,0,95,0,9.16666666666667,0.5,55,0,0
"230","8/13/2019_Saint Marks_SMAR04_6","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,6,60,100,40,100,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",0,0,0,0,0,0,0,0,0,0,100,0,8.66666666666667,0,52,0,0
"231","8/13/2019_Saint Marks_SMAR04_7","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,7,40,100,40,95,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",0,0,0,0,0,0,0,0,0,0,100,0,9.66666666666667,0,58,0,0
"232","8/13/2019_Saint Marks_SMAR04_8","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,8,25,100,60,95,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",1,0,0,0,0,0,0,0,0,0,99,0,9.16666666666667,0.5,55,0,0
"233","8/13/2019_Saint Marks_SMAR04_9","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,9,50,100,50,95,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",0,0,0,0,0,0,0,0,0,0,100,0,9.5,0,57,0,0
"234","8/13/2019_Saint Marks_SMAR04_10","8/13/2019","Saint Marks","SMAR04",8,2019,30.0651,-84.1198,30.0651,-84.1198,1.55,1.55,10,40,100,75,99,"mono","continuous","high","Bags say SMAR15 . Outter bags are relabeled to SMAR04",5,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0
"235","8/14/2019_Saint Marks_SMAR14_1","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,1,40,25,60,90,"Mono","continuous","high","",5,0,0,0,0,0,0,0,0,0,95,0,5.66666666666667,1,34,0,0
"236","8/14/2019_Saint Marks_SMAR14_2","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,2,25,100,75,100,"Mono","continuous","high","",50,0,0,0,0,0,0,0,0,0,50,0,9.33333333333333,4.16666666666667,56,0,0
"237","8/14/2019_Saint Marks_SMAR14_3","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,3,40,100,90,98,"Mono","continuous","high","",2,0,0,0,0,0,0,0,0,0,98,0,10.5,0.5,63,0,0
"238","8/14/2019_Saint Marks_SMAR14_4","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,4,25,100,40,90,"Mono","continuous","high","",5,0,0,0,0,0,0,0,0,0,95,0,8.5,1,51,0,0
"239","8/14/2019_Saint Marks_SMAR14_5","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,5,25,100,90,95,"Mono","continuous","high","",55,0,0,0,0,0,0,0,0,5,40,0,11.6666666666667,2.5,37,33,0
"240","8/14/2019_Saint Marks_SMAR14_6","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,6,25,100,90,95,"Mono","continuous","high","",20,0,0,0,0,0,0,0,0,0,80,0,8.83333333333333,2.66666666666667,53,0,0
"241","8/14/2019_Saint Marks_SMAR14_7","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,7,25,50,80,90,"Mono","continuous","high","",60,0,0,0,0,0,0,0,0,0,40,0,8,3,48,0,0
"242","8/14/2019_Saint Marks_SMAR14_8","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,8,40,100,95,80,"Mono","continuous","high","",70,0,0,0,0,0,0,0,0,5,25,0,7.83333333333333,3,30,17,0
"243","8/14/2019_Saint Marks_SMAR14_9","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,9,50,80,60,90,"Mono","continuous","high","",20,0,0,0,0,0,0,0,0,0,80,0,6.5,1.83333333333333,39,0,0
"244","8/14/2019_Saint Marks_SMAR14_10","8/14/2019","Saint Marks","SMAR14",8,2019,30.0747,-84.1056,30.0747,-84.1056,0.9,0.9,10,5,100,70,90,"Mono","continuous","high","",45,0,0,0,0,0,5,0,0,0,50,0,5.33333333333333,3.66666666666667,32,0,0
"245","8/14/2019_Saint Marks_SMAR25_6","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,6,60,100,60,100,"mixed","continuous","High cover, low seagrass","High algae cover",80,0,2.5,0,5,0,2.5,0,0,5,5,0,23.1666666666667,8.66666666666667,45,75,0
"246","8/14/2019_Saint Marks_SMAR25_7","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,7,0,100,100,100,"mixed","continuous","High cover, low seagrass","High algae cover",93,0,0,0,2,0,0,0,0,1,0,0,6.83333333333333,3.33333333333333,0,21,0
"247","8/14/2019_Saint Marks_SMAR25_8","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,8,60,100,100,100,"mixed","continuous","High cover, low seagrass","High algae cover",80,0,0,0,5,0,0,0,0,15,0,0,10.1666666666667,0.833333333333333,0,46,0
"248","8/14/2019_Saint Marks_SMAR25_9","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,9,5,100,76,80,"mixed","continuous","High cover, low seagrass","High algae cover",80,0,5,0,0,0,0,0,0,5,10,0,20,5.83333333333333,75,45,0
"249","8/14/2019_Saint Marks_SMAR25_10","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,10,NA,NA,95,95,"mixed","continuous","High cover, low seagrass","High algae cover",9,0,0,0,1,0,0,0,0,90,0,0,9.16666666666667,1.66666666666667,0,45,0
"250","8/14/2019_Saint Marks_SMAR25_1","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,1,30,80,50,75,"mixed","continuous","High cover, low seagrass","High algae cover",29,0,0,0,0,0,1,0,0,20,40,0,16.8333333333333,4.83333333333333,53,48,0
"251","8/14/2019_Saint Marks_SMAR25_2","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,2,60,50,70,100,"mixed","continuous","High cover, low seagrass","High algae cover",69,0,1,0,0,0,0,0,0,15,15,0,12.8333333333333,5.33333333333333,41,36,0
"252","8/14/2019_Saint Marks_SMAR25_4","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,4,5,100,40,90,"mixed","continuous","High cover, low seagrass","High algae cover",80,0,0,0,0,0,0,0,0,15,5,0,11.3333333333333,5.16666666666667,37,31,0
"253","8/14/2019_Saint Marks_SMAR25_3","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,3,50,60,99,90,"mixed","continuous","High cover, low seagrass","High algae cover",54,0,0,0,5,0,0,1,0,40,0,0,13.6666666666667,4,0,57,0
"254","8/14/2019_Saint Marks_SMAR25_5","8/14/2019","Saint Marks","SMAR25",8,2019,30.0704,-84.0716,30.0704,-84.0716,1.6,1.6,5,5,100,95,95,"mixed","continuous","High cover, low seagrass","High algae cover",15,0,5,0,5,0,5,35,0,35,0,0,17.5,7.83333333333333,0,45,0
"255","8/14/2019_Saint Marks_SMAR12_1","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,1,20,100,80,100,"mono","contnuous","high","",2,0,0,0,0,0,0,0,0,18,80,0,19,0.833333333333333,55,59,0
"256","8/14/2019_Saint Marks_SMAR12_2","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,2,60,100,70,95,"mono","contnuous","high","",5,0,0,0,0,0,0,0,0,0,95,0,10.3333333333333,2,62,0,0
"257","8/14/2019_Saint Marks_SMAR12_3","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,3,30,100,75,98,"mono","contnuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,10.8333333333333,0,65,0,0
"258","8/14/2019_Saint Marks_SMAR12_4","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,4,50,80,76,100,"mono","contnuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,9.16666666666667,0,55,0,0
"259","8/14/2019_Saint Marks_SMAR12_5","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,5,50,100,50,98,"mono","contnuous","high","",0,0,0,0,2,0,0,0,0,0,98,0,11.8333333333333,0,59,0,0
"260","8/14/2019_Saint Marks_SMAR12_6","8/14/2019","Saint Marks","SMAR12",8,2019,30.0785,-84.0692,30.0785,-84.0692,1.5,1.5,6,60,100,60,99,"mono","contnuous","high","",0,0,0,0,0,0,0,0,0,0,100,0,10,0,60,0,0
