Prep Date,Site number,Quadrat,Bagged_Slice_Number,Slice_Number,Intended Analysis,Rhizome (Y/N),Slice Height (cm; if bag says otherwise),Crucible Number,Crucible Weight (g),Wet Weight (g),Bake Start Date,Bake Start Time (EST),Dry Weight (g),End Date,End Time (EST),Processing notes
10/4/2019,STCH05,1,1,19,LOI analysis,N,2,1,39.061,94.9313,,10:15,82.1282,10/8/2019,10:17,
11/5/2019,STCH05,1,5,15,LOI analysis,N,2,19,38.7735,98.3817,,10:10,83.6785,11/12/2019,9:15,
11/5/2019,STCH05,1,6,14,grainsize,N,2,21,38.5234,96.4571,,10:10,79.4702,11/12/2019,9:15,
11/5/2019,STCH05,1,10,10,LOI analysis,N,2,17,36.3721,99.2533,,10:10,83.9532,11/12/2019,9:15,
11/5/2019,STCH05,1,11,9,grainsize,N,2,15,42.0239,98.3627,,10:10,81.2044,11/12/2019,9:15,
11/5/2019,STCH05,1,13,7,LOI analysis,N,2,22,39.5583,92.7068,,10:10,68.9898,11/12/2019,9:15,
11/5/2019,STCH05,1,14,6,LOI analysis,Y,2,16,42.1503,88.2103,,10:10,68.3557,11/12/2019,9:15,
11/5/2019,STCH05,1,15,5,LOI analysis,Y,2,18,40.7891,100.1973,,10:10,81.2389,11/12/2019,9:15,
11/5/2019,STCH05,1,16,4,grainsize,Y,2,23,43.3448,105.4697,,10:10,74.3379,11/12/2019,9:15,
11/5/2019,STCH05,1,17,3,LOI analysis,Y,2,14,41.1295,103.0938,,10:10,71.3207,11/12/2019,9:15,
11/5/2019,STCH05,1,18,2,LOI analysis,Y,2,20,39.04,96.8839,,10:10,78.9741,11/12/2019,9:15,
11/5/2019,STCH05,1,19,1,LOI analysis,Y,3,C31,36.9053,107.13,,10:10,64.2267,11/12/2019,9:15,
10/8/2019,STCH05,2,1,12,LOI analysis,N,2,2,36.984,97.7711,,10:35,82.2679,10/12/2019,10:34,
10/8/2019,STCH05,2,2,11,,N,2,3,43.7722,103.4513,,10:35,89.6236,10/12/2019,10:34,
10/8/2019,STCH05,2,3,10,LOI analysis,N,2,4,42.6702,105.2049,,10:35,88.4925,10/12/2019,10:34,
10/8/2019,STCH05,2,4,9,grainsize,N,2,5,43.242,105.0177,,10:35,90.6771,10/12/2019,10:34,
10/8/2019,STCH05,2,5,8,,N,2,6,41.0897,108.0326,,10:35,88.1642,10/12/2019,10:34,
10/8/2019,STCH05,2,6,7,LOI analysis,N,2,7,40.3132,92.8208,,10:35,74.6902,10/12/2019,10:34,
10/8/2019,STCH05,2,7,6,LOI analysis,Y,2,8,40.1615,95.6697,,10:35,78.8918,10/12/2019,10:34,
10/8/2019,STCH05,2,8,5,LOI analysis,Y,2,9,40.729,96.1645,,10:35,76.9155,10/12/2019,10:34,
10/8/2019,STCH05,2,9,4,grainsize,Y,2,10,42.0998,91.4037,,10:35,69.7831,10/12/2019,10:34,
10/8/2019,STCH05,2,10,3,LOI analysis,Y,2,11,40.6481,90.826,,10:35,67.4923,10/12/2019,10:34,
10/8/2019,STCH05,2,11,2,LOI analysis,Y,2,12,40.0451,96.6662,,10:35,64.7705,10/12/2019,10:34,
10/8/2019,STCH05,2,12,1,LOI analysis,Y,1.5,13,39.8137,69.9309,,10:35,44.7324,10/12/2019,10:34,
10/11/2019,SJB02,2,1,22,LOI analysis,N,2,14,41.012,99.8298,,10:34,80.4984,10/16/2019,10:45,
10/11/2019,SJB02,2,2,21,,N,2,15,42.2056,97.55,,10:34,81.4391,10/16/2019,10:45,
10/11/2019,SJB02,2,3,20,LOI analysis,N,2,16,42.1475,98.9857,,10:34,80.1303,10/16/2019,10:45,
10/11/2019,SJB02,2,4,19,grainsize,N,2,17,36.3752,107.5406,,10:34,77.7528,10/16/2019,10:45,
10/11/2019,SJB02,2,5,18,,N,2,18,40.7944,99.7664,,10:34,81.3582,10/16/2019,10:45,
10/11/2019,SJB02,2,6,17,,N,2,19,38.7499,101.0116,,10:34,76.5271,10/16/2019,10:45,
10/11/2019,SJB02,2,7,16,,N,2,20,38.9713,100.3346,,10:34,76.0283,10/16/2019,10:45,
10/11/2019,SJB02,2,8,15,LOI analysis,N,2,21,38.5451,98.8271,,10:34,76.0112,10/16/2019,10:45,
10/11/2019,SJB02,2,9,14,grainsize,N,2,22,39.5574,96.6346,,10:34,74.7571,10/16/2019,10:45,
10/11/2019,SJB02,2,10,13,,N,2,23,43.4957,99.1879,,10:34,77.097,10/16/2019,10:45,
10/11/2019,SJB02,2,11,12,,N,2,24,38.0608,99.1469,,10:34,77.4221,10/16/2019,10:45,
10/11/2019,SJB02,2,12,11,,N,2,25,37.5745,92.544,,10:34,77.6954,10/16/2019,10:45,
10/11/2019,SJB02,2,13,10,LOI analysis,N,2,26,41.964,98.2002,,10:34,80.8867,10/16/2019,10:45,
10/11/2019,SJB02,2,14,9,grainsize,N,2,27,39.7742,95.3357,,10:34,77.0565,10/16/2019,10:45,
10/11/2019,SJB02,2,15,8,,N,2,28,41.0033,99.8296,,10:34,79.1771,10/16/2019,10:45,
10/11/2019,SJB02,2,16,7,LOI analysis,N,2,29,41.1173,108.3216,,10:34,83.2075,10/16/2019,10:45,
10/11/2019,SJB02,2,17,6,LOI analysis,Y,2,30,38.4472,133.3422,,10:34,86.0658,10/16/2019,10:45,
10/15/2019,SJB02,2,18,5,LOI analysis,Y,2,1,39.0239,88.7242,,11:00,70.8483,10/20/2019,10:40,
10/15/2019,SJB02,2,19,4,grainsize,Y,2,2,37.0611,90.0896,,11:00,72.683,10/20/2019,10:40,
10/15/2019,SJB02,2,20,3,LOI analysis,Y,2,3,44.0713,108.6977,,11:00,89.393,10/20/2019,10:40,
10/15/2019,SJB02,2,21,2,LOI analysis,Y,2,4,43.4814,89.9286,,11:00,71.7589,10/20/2019,10:40,
10/15/2019,SJB02,2,22,1,LOI analysis,Y,2.2,5,43.6117,94.3305,,11:00,73.0336,10/20/2019,10:40,
10/15/2019,SJB02,3,1,18,LOI analysis,N,2,6,41.0899,103.7303,,11:00,86.7708,10/20/2019,10:40,
10/15/2019,SJB02,3,2,17,,N,2,7,40.3666,100.0784,,11:00,81.1904,10/20/2019,10:40,
10/15/2019,SJB02,3,3,16,,N,2,8,41.3513,104.2579,,11:00,82.4423,10/20/2019,10:40,
10/15/2019,SJB02,3,4,15,LOI analysis,N,2,9,40.7522,103.8232,,11:00,86.8708,10/20/2019,10:40,
10/15/2019,SJB02,3,5,14,grainsize,N,2,10,42.3059,102.6682,,11:00,87.5245,10/20/2019,10:40,
10/15/2019,SJB02,3,6,13,,N,2,11,40.9282,95.4106,,11:00,81.362,10/20/2019,10:40,
10/15/2019,SJB02,3,7,12,,N,2,12,40.2634,96.7345,,11:00,81.358,10/20/2019,10:40,
10/15/2019,SJB02,3,8,11,,N,2,13,40.2894,100.6754,,11:00,86.0664,10/20/2019,10:40,
10/18/2019,SJB02,3,9,10,LOI analysis,N,2,14,41.0334,102.4109,,10:42,88.1145,10/25/2019,8:15,
10/18/2019,SJB02,3,10,9,grainsize,N,2,15,42.0883,118.0782,,10:42,100.52,10/25/2019,8:15,
10/18/2019,SJB02,3,11,8,,N,2,16,42.129,126.8477,,10:42,101.5931,10/25/2019,8:15,
10/18/2019,SJB02,3,12,7,LOI analysis,N,2,17,36.356,94.4018,,10:42,77.8983,10/25/2019,8:15,
10/18/2019,SJB02,3,13,6,LOI analysis,Y,2,18,40.7718,106.303,,10:42,81.3213,10/25/2019,8:15,
10/18/2019,SJB02,3,14,5,LOI analysis,Y,2,19,38.8019,97.7,,10:42,81.5996,10/25/2019,8:15,
10/18/2019,SJB02,3,15,4,grainsize,Y,2,20,39.1133,99.3591,,10:42,83.6783,10/25/2019,8:15,
10/18/2019,SJB02,3,16,3,LOI analysis,Y,2,21,38.5099,94.90541,,10:42,77.7547,10/25/2019,8:15,
10/18/2019,SJB02,3,17,2,LOI analysis,Y,2,22,39.5426,99.6177,,10:42,84.171,10/25/2019,8:15,
10/18/2019,SJB02,3,18,1,LOI analysis,Y,1.9,23,43.3664,111.2869,,10:42,96.1996,10/25/2019,8:15,
10/22/2019,SJB02,1,1,21,LOI analysis,N,2,1,38.9575,104.0588,,8:15,86.4087,10/29/2019,8:45,
10/22/2019,SJB02,1,2,20,LOI analysis,N,2,2,36.9934,119.8745,,8:15,98.7745,10/29/2019,8:45,
10/22/2019,SJB02,1,3,19,grainsize,N,2,3,43.8809,110.903,,8:15,91.3496,10/29/2019,8:45,
10/22/2019,SJB02,1,4,18,,N,2,4,43.0484,111.7272,,8:15,91.9696,10/29/2019,8:45,
10/22/2019,SJB02,1,5,17,,N,2,5,43.483,106.564,,8:15,89.0727,10/29/2019,8:45,
10/22/2019,SJB02,1,6,16,,N,2,6,41.0891,99.4547,,8:15,81.3564,10/29/2019,8:45,
10/22/2019,SJB02,1,7,15,LOI analysis,N,2,7,40.3451,90.282,,8:15,73.0312,10/29/2019,8:45,
10/22/2019,SJB02,1,8,14,grainsize,N,2,8,40.9742,94.5719,,8:15,78.0658,10/29/2019,8:45,
10/22/2019,SJB02,1,9,13,,N,2,9,40.5858,98.4439,,8:15,82.5774,10/29/2019,8:45,
10/22/2019,SJB02,1,10,12,,N,2,10,42.1881,95.7047,,8:15,78.0868,10/29/2019,8:45,
10/22/2019,SJB02,1,11,11,,N,2,11,40.889,89.7053,,8:15,72.1696,10/29/2019,8:45,
10/22/2019,SJB02,1,12,10,LOI analysis,N,2,12,40.215,93.5577,,8:15,75.5124,10/29/2019,8:45,
10/22/2019,SJB02,1,13,9,grainsize,N,2,13,40.1023,92.5957,,8:15,76.1817,10/29/2019,8:45,
10/22/2019,SJB02,1,14,8,,N,2,24,37.9487,93.39,,8:15,77.666,10/29/2019,8:45,
10/22/2019,SJB02,1,15,7,LOI analysis,N,2,25,37.5548,91.9281,,8:15,75.6124,10/29/2019,8:45,
10/22/2019,SJB02,1,16,6,LOI analysis,Y,2,26,41.964,97.7406,,8:15,80.4056,10/29/2019,8:45,
10/22/2019,SJB02,1,17,5,LOI analysis,Y,2,27,39.5586,90.0191,,8:15,72.2198,10/29/2019,8:45,
10/22/2019,SJB02,1,18,4,grainsize,Y,2,28,41.2534,91.4703,,8:15,72.1454,10/29/2019,8:45,
10/22/2019,SJB02,1,19,3,LOI analysis,Y,2,29,41.1502,87.2295,,8:15,70.4801,10/29/2019,8:45,
10/22/2019,SJB02,1,20,2,LOI analysis,Y,2,30,38.2969,94.3647,,8:15,78.1166,10/29/2019,8:45,
10/25/2019,SJB02,1,21,1,LOI analysis,Y,3.2,14,41.0941,154.0099,,8:45,124.5086,11/2/2019,10:10,
10/25/2019,SJB24,1,1,14,LOI analysis,N,2,15,42.0552,115.3097,,8:45,94.113,11/2/2019,10:10,
10/25/2019,SJB24,1,5,10,LOI analysis,N,2,16,42.1543,103.4205,,8:45,82.8815,11/2/2019,10:10,
10/25/2019,SJB24,1,6,9,grainsize,N,2,17,36.3892,94.0538,,8:45,76.2392,11/2/2019,10:10,
10/25/2019,SJB24,1,8,7,LOI analysis,N,2,18,40.8075,107.4469,,8:45,88.0445,11/2/2019,10:10,
10/25/2019,SJB24,1,9,6,LOI analysis,Y,2,19,38.8374,99.4952,,8:45,80.4047,11/2/2019,10:10,
10/25/2019,SJB24,1,10,5,LOI analysis,Y,2,20,39.0945,102.024,,8:45,83.9658,11/2/2019,10:10,
10/25/2019,SJB24,1,11,4,grainsize,Y,2,21,38.5251,101.3492,,8:45,82.7254,11/2/2019,10:10,
10/25/2019,SJB24,1,12,3,LOI analysis,Y,2,22,39.606,99.3819,,8:45,78.8856,11/2/2019,10:10,
10/25/2019,SJB24,1,13,2,LOI analysis,Y,2,23,43.3801,104.1814,,8:45,80.944,11/2/2019,10:10,
10/25/2019,SJB24,1,14,1,LOI analysis,Y,2.6,p17,6.1089,107.3431,,8:45,77.4632,11/2/2019,10:10,
10/29/2019,SJB24,2,1,15,LOI analysis,N,2,1,36.9946,106.3787,,10:10,90.9547,11/6/2019,10:00,
10/29/2019,SJB24,2,2,14,grainsize,N,2,2,36.8252,108.7164,,10:10,91.2521,11/6/2019,10:00,
10/29/2019,SJB24,2,6,10,LOI analysis,N,2,3,43.8337,119.1942,,10:10,99.4605,11/6/2019,10:00,
10/29/2019,SJB24,2,7,9,grainsize,N,2,4,43.0282,114.5314,,10:10,97.1554,11/6/2019,10:00,
10/29/2019,SJB24,2,9,7,LOI analysis,N,2,5,43.4478,112.2316,,10:10,95.4599,11/6/2019,10:00,
10/29/2019,SJB24,2,10,6,LOI analysis,Y,2,6,41.0914,103.2293,,10:10,83.887,11/6/2019,10:00,
10/29/2019,SJB24,2,11,5,LOI analysis,Y,2,7,40.3394,95.6593,,10:10,79.4381,11/6/2019,10:00,
10/29/2019,SJB24,2,12,4,grainsize,Y,2,8,40.859,90.0699,,10:10,73.5742,11/6/2019,10:00,
10/29/2019,SJB24,2,13,3,LOI analysis,Y,2,9,40.5284,99.1053,,10:10,81.5028,11/6/2019,10:00,
10/29/2019,SJB24,2,14,2,LOI analysis,Y,2,10,42.1573,104.675,,10:10,85.3357,11/6/2019,10:00,
10/29/2019,SJB24,2,15,1,LOI analysis,Y,2,11,40.8801,123.3157,,10:10,101.2434,11/6/2019,10:00,
10/29/2019,SJB24,3,1,15,LOI analysis,N,2,12,40.2154,110.1812,,10:10,91.5354,11/6/2019,10:00,
10/29/2019,SJB24,3,2,14,grainsize,N,2,13,40.1387,116.112,,10:10,95.1567,11/6/2019,10:00,
10/29/2019,SJB24,3,6,10,LOI analysis,N,2,24,38.0588,102.5264,,10:10,82.8068,11/6/2019,10:00,
10/29/2019,SJB24,3,7,9,grainsize,N,2,25,37.6326,98.952,,10:10,81.5279,11/6/2019,10:00,
10/29/2019,SJB24,3,9,7,LOI analysis,N,2,30,38.356,113.0662,,10:10,87.8385,11/6/2019,10:00,
10/29/2019,SJB24,3,10,6,LOI analysis,Y,2,26,42.0587,107.8919,,10:10,86.2662,11/6/2019,10:00,
10/29/2019,SJB24,3,11,5,LOI analysis,Y,2,29,41.1794,97.844,,10:10,77.3848,11/6/2019,10:00,
10/29/2019,SJB24,3,12,4,grainsize,Y,2,27,39.5477,98.6344,,10:10,78.3508,11/6/2019,10:00,
10/29/2019,SJB24,3,13,3,LOI analysis,Y,2,28,41.1507,114.0639,,10:10,94.9035,11/6/2019,10:00,
10/29/2019,SJB24,3,14,2,LOI analysis,Y,2,SA11,2.493,79.2264,,10:10,57.7373,11/6/2019,10:00,
10/29/2019,SJB24,3,15,1,LOI analysis,Y,3.5,P3,6.3122,85.5947,,10:10,53.3887,11/6/2019,10:00,Core dropped on ground
11/5/2019,STCH06,1,1,21,LOI analysis,N,2,C32,33.3208,100.3367,,10:10,79.2824,11/12/2019,9:15,
11/5/2019,STCH06,1,2,20,LOI analysis,N,2,C33,37.5968,111.9736,,10:10,86.9795,11/12/2019,9:15,
11/5/2019,STCH06,1,3,19,grainsize,N,2,C34,34.3099,91.5562,,10:10,74.5989,11/12/2019,9:15,
11/5/2019,STCH06,1,7,15,LOI analysis,N,2,C35,34.4445,102.4875,,10:10,78.949,11/12/2019,9:15,
11/5/2019,STCH06,1,8,14,grainsize,N,2,C36,32.6281,100.6886,,10:10,81.5807,11/12/2019,9:15,
11/5/2019,STCH06,1,12,10,LOI analysis,N,2,C37,37.3593,101.4155,,10:10,79.2801,11/12/2019,9:15,
11/5/2019,STCH06,1,13,9,grainsize,N,2,C38,35.5847,103.507,,10:10,81.468,11/12/2019,9:15,
11/5/2019,STCH06,1,15,7,LOI analysis,N,2,C39,29.8052,96.5138,,10:10,72.2055,11/12/2019,9:15,
11/5/2019,STCH06,1,16,6,LOI analysis,Y,2,C40,37.0865,104.8941,,10:10,80.9056,11/12/2019,9:15,
11/5/2019,STCH06,1,17,5,LOI analysis,Y,2,C41,33.1359,100.1503,,10:10,71.0133,11/12/2019,9:15,
11/5/2019,STCH06,1,18,4,grainsize,Y,2,C42,36.1896,98.3403,,10:10,69.2913,11/12/2019,9:15,
11/5/2019,STCH06,1,19,3,LOI analysis,Y,2,C43,35.3747,92.5485,,10:10,66.2731,11/12/2019,9:15,
11/5/2019,STCH06,1,20,2,LOI analysis,Y,2,C44,33.9788,101.0633,,10:10,71.1294,11/12/2019,9:15,
11/5/2019,STCH06,1,21,1,LOI analysis,Y,1.3,C45,37.7716,91.4947,,10:10,69.7707,11/12/2019,9:15,
11/8/2019,STCH05,3,1,23,LOI analysis,N,2,1,38.9062,96.4147,,9:20,78.5304,11/16/2019,9:22,
11/8/2019,STCH05,3,4,20,LOI analysis,N,2,2,37.0024,102.4988,,9:20,83.0375,11/16/2019,9:22,
11/8/2019,STCH05,3,5,19,grainsize,N,2,3,43.7383,106.8909,,9:20,85.3615,11/16/2019,9:22,
11/8/2019,STCH05,3,9,15,LOI analysis,N,2,4,42.8714,110.4966,,9:20,90.5562,11/16/2019,9:22,
11/8/2019,STCH05,3,10,14,grainsize,N,2,5,43.3807,117.3292,,9:20,98.733,11/16/2019,9:22,
11/8/2019,STCH05,3,14,10,LOI analysis,N,2,6,41.088,111.3171,,9:20,89.3246,11/16/2019,9:22,
11/8/2019,STCH05,3,15,9,grainsize,N,2,7,40.3189,106.5649,,9:20,89.2899,11/16/2019,9:22,
11/8/2019,STCH05,3,17,7,LOI analysis,N,2,8,40.6725,102.174,,9:20,81.713,11/16/2019,9:22,
11/8/2019,STCH05,3,18,6,LOI analysis,Y,2,9,40.4215,107.0117,,9:20,79.3419,11/16/2019,9:22,
11/8/2019,STCH05,3,19,5,LOI analysis,Y,2,10,42.0889,115.8611,,9:20,80.552,11/16/2019,9:22,
11/8/2019,STCH05,3,20,4,grainsize,Y,2,11,40.858,110.8564,,9:20,75.7135,11/16/2019,9:22,
11/8/2019,STCH05,3,21,3,LOI analysis,Y,2,12,40.1699,118.0393,,9:20,79.5326,11/16/2019,9:22,
11/8/2019,STCH05,3,22,2,LOI analysis,Y,2,13,39.9605,87.8689,,9:20,70.8154,11/16/2019,9:22,
11/8/2019,STCH05,3,23,1,LOI analysis,Y,3,P3,6.3395,98.4264,,9:20,61.921,11/16/2019,9:22,
11/8/2019,STCH06,2,1,21,LOI analysis,N,2,C46,34.9059,102.234,,9:20,75.4282,11/16/2019,9:22,
11/8/2019,STCH06,2,2,20,LOI analysis,N,2,C47,35.988,102.8821,,9:20,81.2223,11/16/2019,9:22,
11/8/2019,STCH06,2,3,19,grainsize,N,2,C48,36.3811,100.6068,,9:20,82.0529,11/16/2019,9:22,
11/8/2019,STCH06,2,7,15,LOI analysis,N,2,C61,36.5734,106.9978,,9:20,86.0547,11/16/2019,9:22,
11/8/2019,STCH06,2,8,14,grainsize,N,2,C62,42.2663,105.8293,,9:20,88.7392,11/16/2019,9:22,
11/8/2019,STCH06,2,12,10,LOI analysis,N,2,C63,38.8164,103.2119,,9:20,83.7766,11/16/2019,9:22,
11/8/2019,STCH06,2,13,9,grainsize,N,2,C64,33.6552,107.8404,,9:20,80.5938,11/16/2019,9:22,
11/8/2019,STCH06,2,15,7,LOI analysis,N,2,C65,38.9057,102.4357,,9:20,81.4514,11/16/2019,9:22,
11/8/2019,STCH06,2,16,6,LOI analysis,Y,2,C66,36.2111,105.6518,,9:20,81.5689,11/16/2019,9:22,
11/8/2019,STCH06,2,17,5,LOI analysis,Y,2,C49,38.0358,95.6374,,9:20,73.0802,11/16/2019,9:22,
11/8/2019,STCH06,2,18,4,grainsize,Y,2,C50,32.2958,100.1162,,9:20,64.5647,11/16/2019,9:22,
11/8/2019,STCH06,2,19,3,LOI analysis,Y,2,C51,34.2606,105.5069,,9:20,71.2378,11/16/2019,9:22,
11/8/2019,STCH06,2,20,2,LOI analysis,Y,2,C52,36.2952,99.333,,9:20,67.865,11/16/2019,9:22,
11/8/2019,STCH06,2,21,1,LOI analysis,Y,2.9,C53,33.4087,116.9808,,9:20,78.2448,11/16/2019,9:22,
11/15/2019,SJB17,1,1,18,LOI analysis,N,2,C31,37.0776,92.9638,,9:25,67.2751,11/20/2019,9:35,
11/15/2019,SJB17,1,4,15,LOI analysis,N,2,C32,33.3247,86.3148,,9:25,65.4878,11/20/2019,9:35,
11/15/2019,SJB17,1,5,14,grainsize,N,2,C36,32.6299,106.7254,,9:25,73.0565,11/20/2019,9:35,
11/15/2019,SJB17,1,9,10,LOI analysis,N,2,C34,34.3106,96.6369,,9:25,72.9559,11/20/2019,9:35,
11/15/2019,SJB17,1,10,9,grainsize,N,2,16,42.149,116.1105,,9:25,84.687,11/20/2019,9:35,
11/15/2019,SJB17,1,12,7,LOI analysis,N,2,19,38.7575,96.5732,,9:25,73.6883,11/20/2019,9:35,
11/15/2019,SJB17,1,13,6,LOI analysis,Y,2,21,38.5217,114.0112,,9:25,81.493,11/20/2019,9:35,
11/15/2019,SJB17,1,14,5,LOI analysis,Y,2,17,36.3722,86.4373,,9:25,66.2649,11/20/2019,9:35,
11/15/2019,SJB17,1,15,4,grainsize,Y,2,15,42.0079,103.2986,,9:25,77.4303,11/20/2019,9:35,
11/15/2019,SJB17,1,16,3,LOI analysis,Y,2,24,37.9615,101.222,,9:25,71.7475,11/20/2019,9:35,
11/15/2019,SJB17,1,17,2,LOI analysis,Y,2,C33,37.5987,90.4734,,9:25,65.7618,11/20/2019,9:35,
11/15/2019,SJB17,1,18,1,LOI analysis,Y,2.1,14,41.0301,110.8892,,9:25,87.2076,11/20/2019,9:35,
11/15/2019,SJB17,2,1,17,LOI analysis,N,2,C41,33.1394,103.8891,,9:25,70.2076,11/20/2019,9:35,
11/15/2019,SJB17,2,3,15,LOI analysis,N,2,C40,37.0874,101.3243,,9:25,72.6821,11/20/2019,9:35,
11/15/2019,SJB17,2,4,14,grainsize,N,2,C37,37.3604,98.4219,,9:25,72.0659,11/20/2019,9:35,
11/15/2019,SJB17,2,8,10,LOI analysis,N,2,C43,35.3783,106.0806,,9:25,73.2233,11/20/2019,9:35,
11/15/2019,SJB17,2,9,9,grainsize,N,2,C44,33.9808,88.6927,,9:25,63.6039,11/20/2019,9:35,
11/15/2019,SJB17,2,11,7,LOI analysis,N,2,C35,34.4488,88.5497,,9:25,60.972,11/20/2019,9:35,
11/15/2019,SJB17,2,12,6,LOI analysis,Y,2,18,40.7891,11.4287,,9:25,81.0833,11/20/2019,9:35,
11/15/2019,SJB17,2,13,5,LOI analysis,Y,2,20,38.9805,109.4018,,9:25,80.9241,11/20/2019,9:35,
11/15/2019,SJB17,2,14,4,grainsize,Y,2,22,39.5584,108.1845,,9:25,79.109,11/20/2019,9:35,
11/15/2019,SJB17,2,15,3,LOI analysis,Y,2,C42,36.1931,112.2042,,9:25,71.5806,11/20/2019,9:35,
11/15/2019,SJB17,2,16,2,LOI analysis,Y,2,23,43.3342,103.1719,,9:25,74.0356,11/20/2019,9:35,
11/15/2019,SJB17,2,17,1,LOI analysis,Y,1.9,C38,35.5887,104.7579,,9:25,77.3717,11/20/2019,9:35,
11/19/2019,STCH06,3,1,11,LOI analysis,N,2,10,42.0617,116.692,,9:40,92.1477,11/24/2019,10:15,
11/19/2019,STCH06,3,2,10,LOI analysis,N,2,9,40.3811,99.9845,,9:40,81.9809,11/24/2019,10:15,
11/19/2019,STCH06,3,3,9,grainsize,N,2,C66,36.2106,99.2144,,9:40,76.2633,11/24/2019,10:15,
11/19/2019,STCH06,3,5,8,LOI analysis,N,2,C50,32.4228,91.871,,9:40,68.324,11/24/2019,10:15,
11/19/2019,STCH06,3,6,7,LOI analysis,Y,2,2,37.0125,96.2553,,9:40,70.0554,11/24/2019,10:15,
11/19/2019,STCH06,3,7,6,LOI analysis,Y,2,13,39.9,103.2455,,9:40,73.2044,11/24/2019,10:15,
11/19/2019,STCH06,3,8,5,grainsize,Y,2,C62,42.3059,100.623,,9:40,72.0211,11/24/2019,10:15,
11/19/2019,STCH06,3,9,4,LOI analysis,Y,2,C63,38.8369,96.6319,,9:40,65.0519,11/24/2019,10:15,
11/19/2019,STCH06,3,10,3,LOI analysis,Y,2,C61,36.5721,91.8642,,9:40,61.8167,11/24/2019,10:15,
11/19/2019,STCH06,3,11,2,LOI analysis,Y,2.7,11,40.8451,110.8972,,9:40,75.8393,11/24/2019,10:15,
11/19/2019,STCH20,1,1,14,LOI analysis,N,2,8,40.5702,98.302,,9:40,74.3981,11/24/2019,10:15,
11/19/2019,STCH20,1,5,10,LOI analysis,N,2,3,43.6908,101.9127,,9:40,81.1229,11/24/2019,10:15,
11/19/2019,STCH20,1,6,9,grainsize,N,2,7,40.3168,97.701,,9:40,74.1409,11/24/2019,10:15,
11/19/2019,STCH20,1,8,7,LOI analysis,N,2,6,41.0891,93.0525,,9:40,72.6995,11/24/2019,10:15,
11/19/2019,STCH20,1,9,6,LOI analysis,Y,2,1,38.904,102.0701,,9:40,79.5533,11/24/2019,10:15,
11/19/2019,STCH20,1,10,5,LOI analysis,Y,2,12,40.1558,105.8766,,9:40,85.9955,11/24/2019,10:15,
11/19/2019,STCH20,1,11,4,grainsize,Y,2,C64,33.7067,93.7597,,9:40,72.3262,11/24/2019,10:15,
11/19/2019,STCH20,1,12,3,LOI analysis,Y,2,4,42.8663,110.8731,,9:40,82.9174,11/24/2019,10:15,
11/19/2019,STCH20,1,13,2,LOI analysis,Y,2,5,43.3467,103.6474,,9:40,80.9365,11/24/2019,10:15,
11/19/2019,STCH20,1,14,1,LOI analysis,Y,3,P6,6.3595,113.7984,,9:40,83.9449,11/24/2019,10:15,
12/3/2019,SJB13,1,1,19,LOI analysis,N,2,18,40.7883,107.3558,,10:30,90.864,12/9/2019,9:25,
12/3/2019,SJB13,1,5,15,LOI analysis,N,2,19,38.7505,108.647,,10:30,93.5216,12/9/2019,9:25,
12/3/2019,SJB13,1,6,14,grainsize,N,2,20,38.9825,112.3044,,10:30,91.7563,12/9/2019,9:25,
12/3/2019,SJB13,1,10,10,LOI analysis,N,2,21,38.5049,102.6061,,10:30,85.4057,12/9/2019,9:25,
12/3/2019,SJB13,1,11,9,grainsize,N,2,23,43.317,116.9504,,10:30,96.0438,12/9/2019,9:25,
12/3/2019,SJB13,1,13,7,LOI analysis,N,2,24,37.9069,110.8478,,10:30,94.3717,12/9/2019,9:25,
12/3/2019,SJB13,1,14,6,LOI analysis,Y,2,25,37.4915,105.9584,,10:30,90.4818,12/9/2019,9:25,
12/3/2019,SJB13,1,15,5,LOI analysis,Y,2,26,41.9454,124.3718,,10:30,101.6916,12/9/2019,9:25,
12/3/2019,SJB13,1,16,4,grainsize,Y,2,27,39.485,115.3051,,10:30,98.4837,12/9/2019,9:25,
12/3/2019,SJB13,1,17,3,LOI analysis,Y,2,28,40.9393,115.2813,,10:30,96.635,12/9/2019,9:25,
12/3/2019,SJB13,1,18,2,LOI analysis,Y,2,29,41.0959,119.1105,,10:30,99.1319,12/9/2019,9:25,
12/3/2019,SJB13,1,19,1,LOI analysis,Y,2.5,30,38.2775,147.5541,,10:30,115.0621,12/9/2019,9:25,
12/3/2019,SJB13,2,1,19,LOI analysis,N,2,16,42.1312,101.3779,,10:30,83.3477,12/9/2019,9:25,
12/3/2019,SJB13,2,5,15,LOI analysis,N,2,17,36.3568,108.8177,,10:30,87.8404,12/9/2019,9:25,
12/3/2019,SJB13,2,6,14,grain size,N,2,14,41.0161,132.2833,,10:30,105.9732,12/9/2019,9:25,
12/3/2019,SJB13,2,10,10,LOI analysis,N,2,C34,34.2961,105.4074,,10:30,85.4665,12/9/2019,9:25,
12/3/2019,SJB13,2,11,9,grain size,N,2,C54,35.2657,102.382,,10:30,85.868,12/9/2019,9:25,
12/3/2019,SJB13,2,13,7,LOI analysis,N,2,C37,37.7524,111.4957,,10:30,93.1052,12/9/2019,9:25,
12/3/2019,SJB13,2,14,6,LOI analysis,Y,2,C40,37.1141,121.5919,,10:30,98.5899,12/9/2019,9:25,
